,timestamp,value,label
835,2015-08-17 12:50:00,208,0
917,2015-08-21 10:48:00,301,0
1531,2015-09-08 12:25:00,164,0
323,2015-08-07 15:38:00,332,0
574,2015-08-11 20:31:00,1277,0
220,2015-08-05 08:30:00,291,0
465,2015-08-09 23:23:00,102,0
1046,2015-08-25 14:01:00,94,0
1625,2015-09-10 09:39:00,325,0
272,2015-08-06 13:09:00,163,0
895,2015-08-20 11:04:00,266,0
1025,2015-08-25 08:12:00,155,0
501,2015-08-10 12:37:00,362,0
2060,2015-09-16 19:09:00,131,0
872,2015-08-19 11:57:00,298,0
1723,2015-09-11 17:40:00,425,0
204,2015-08-04 22:30:00,1587,0
1978,2015-09-15 19:34:00,142,0
1364,2015-09-03 12:16:00,197,0
1642,2015-09-10 13:34:00,159,0
1759,2015-09-12 10:03:00,234,0
1164,2015-08-28 13:18:00,675,0
828,2015-08-17 10:59:00,351,0
1224,2015-08-30 16:17:00,255,0
467,2015-08-09 23:57:00,84,0
496,2015-08-10 11:36:00,324,0
450,2015-08-09 20:25:00,135,0
1630,2015-09-10 10:40:00,177,0
1203,2015-08-29 21:03:00,286,0
1385,2015-09-03 22:32:00,512,0
591,2015-08-12 00:32:00,801,0
365,2015-08-08 10:37:00,276,0
78,2015-07-31 12:29:00,5241,0
206,2015-08-04 22:50:00,1208,0
825,2015-08-17 10:30:00,379,0
1840,2015-09-13 19:20:00,160,0
1032,2015-08-25 09:20:00,170,0
731,2015-08-14 08:37:00,360,0
135,2015-08-03 16:27:00,390,0
1743,2015-09-11 22:33:00,86,0
914,2015-08-21 08:27:00,184,0
1050,2015-08-25 17:42:00,304,0
1817,2015-09-13 12:47:00,135,0
1355,2015-09-03 10:06:00,298,0
479,2015-08-10 08:37:00,278,0
312,2015-08-07 13:30:00,236,0
1954,2015-09-15 11:55:00,286,0
355,2015-08-08 08:57:00,340,0
134,2015-08-03 15:56:00,72,0
413,2015-08-09 10:59:00,183,0
1537,2015-09-08 14:57:00,119,0
1734,2015-09-11 19:23:00,250,0
1830,2015-09-13 16:39:00,173,0
874,2015-08-19 12:57:00,525,0
1633,2015-09-10 11:54:00,101,0
2132,2015-09-17 11:59:00,102,0
1233,2015-08-30 18:06:00,485,0
464,2015-08-09 23:17:00,101,0
1901,2015-09-14 12:59:00,300,0
1971,2015-09-15 16:34:00,138,0
756,2015-08-14 14:37:00,188,0
525,2015-08-11 07:12:00,174,0
1872,2015-09-14 07:30:00,161,0
1160,2015-08-28 12:22:00,536,0
421,2015-08-09 14:22:00,135,0
1624,2015-09-10 09:29:00,502,0
203,2015-08-04 22:13:00,2432,0
144,2015-08-04 07:55:00,190,0
1467,2015-09-06 19:21:00,167,0
457,2015-08-09 21:57:00,125,0
850,2015-08-18 11:04:00,190,0
926,2015-08-21 12:37:00,336,0
1686,2015-09-11 09:24:00,326,0
1938,2015-09-15 06:16:00,130,0
442,2015-08-09 18:37:00,128,0
1660,2015-09-10 17:43:00,219,0
1943,2015-09-15 08:15:00,169,0
404,2015-08-09 05:42:00,1606,0
159,2015-08-04 11:33:00,1328,0
320,2015-08-07 14:50:00,178,0
1626,2015-09-10 09:50:00,348,0
35,2015-07-30 13:38:00,121,0
1163,2015-08-28 13:07:00,566,0
114,2015-08-02 23:56:00,353,0
1451,2015-09-06 04:47:00,107,0
399,2015-08-09 00:22:00,129,0
1219,2015-08-30 15:25:00,319,0
1590,2015-09-09 19:30:00,448,0
1684,2015-09-11 09:04:00,426,0
167,2015-08-04 16:13:00,153,0
1162,2015-08-28 12:58:00,844,0
70,2015-07-31 10:39:00,3182,0
922,2015-08-21 11:49:00,448,0
326,2015-08-07 16:17:00,309,0
266,2015-08-06 11:57:00,100,0
676,2015-08-13 02:57:00,102,0
411,2015-08-09 10:42:00,150,0
1007,2015-08-24 14:03:00,181,0
1711,2015-09-11 15:20:00,187,0
172,2015-08-04 17:03:00,188,0
1424,2015-09-04 16:03:00,255,0
1138,2015-08-28 05:08:00,400,0
382,2015-08-08 14:47:00,122,0
1452,2015-09-06 05:27:00,1572,0
2099,2015-09-17 06:10:00,119,0
1534,2015-09-08 14:17:00,126,0
669,2015-08-12 23:27:00,1087,0
948,2015-08-21 21:49:00,1000,0
1610,2015-09-10 06:00:00,137,0
171,2015-08-04 16:53:00,191,0
1371,2015-09-03 17:14:00,215,0
1446,2015-09-05 19:07:00,145,0
1883,2015-09-14 09:49:00,136,0
86,2015-07-31 17:48:00,224,0
2081,2015-09-16 23:11:00,779,0
629,2015-08-12 11:50:00,407,0
588,2015-08-11 23:22:00,739,0
1826,2015-09-13 15:59:00,151,0
1545,2015-09-08 17:47:00,147,0
2056,2015-09-16 18:11:00,135,0
514,2015-08-10 16:17:00,200,0
1592,2015-09-09 19:49:00,329,0
295,2015-08-07 09:40:00,281,0
674,2015-08-13 00:16:00,1420,0
931,2015-08-21 14:58:00,248,0
2113,2015-09-17 08:51:00,287,0
1850,2015-09-13 21:28:00,38,0
1083,2015-08-26 13:37:00,420,0
30,2015-07-30 09:57:00,229,0
1744,2015-09-12 03:03:00,119,0
1003,2015-08-24 12:52:00,167,0
722,2015-08-13 18:15:00,79,0
1811,2015-09-13 11:28:00,139,0
170,2015-08-04 16:43:00,147,0
117,2015-08-03 07:46:00,203,0
1040,2015-08-25 11:12:00,221,0
305,2015-08-07 11:40:00,364,0
896,2015-08-20 11:34:00,332,0
788,2015-08-16 11:17:00,145,0
1393,2015-09-04 08:23:00,190,0
296,2015-08-07 09:48:00,270,0
1402,2015-09-04 10:13:00,223,0
286,2015-08-06 21:37:00,200,0
951,2015-08-22 04:50:00,57,0
116,2015-08-03 07:36:00,188,0
1103,2015-08-27 09:25:00,205,0
1952,2015-09-15 10:06:00,149,0
76,2015-07-31 11:59:00,4757,0
601,2015-08-12 02:42:00,1218,0
1237,2015-08-30 18:47:00,237,0
2024,2015-09-16 10:15:00,155,0
1090,2015-08-27 05:26:00,665,0
1699,2015-09-11 12:13:00,241,0
244,2015-08-06 06:38:00,146,0
834,2015-08-17 12:18:00,284,0
497,2015-08-10 11:47:00,318,0
1487,2015-09-07 07:31:00,131,0
1553,2015-09-09 07:57:00,325,0
1051,2015-08-25 17:50:00,379,0
276,2015-08-06 15:47:00,181,0
1330,2015-09-03 01:36:00,954,0
1653,2015-09-10 16:23:00,284,0
409,2015-08-09 10:02:00,217,0
1236,2015-08-30 18:37:00,290,0
1321,2015-09-02 23:54:00,768,0
505,2015-08-10 13:36:00,391,0
1814,2015-09-13 11:58:00,133,0
658,2015-08-12 20:56:00,839,0
1577,2015-09-09 17:10:00,285,0
374,2015-08-08 12:17:00,114,0
1912,2015-09-14 16:26:00,166,0
406,2015-08-09 09:32:00,208,0
2123,2015-09-17 10:31:00,372,0
991,2015-08-24 10:43:00,262,0
1132,2015-08-27 17:57:00,114,0
1747,2015-09-12 05:22:00,467,0
1512,2015-09-08 05:32:00,1238,0
341,2015-08-07 20:46:00,146,0
315,2015-08-07 14:00:00,219,0
256,2015-08-06 09:28:00,466,0
510,2015-08-10 14:27:00,359,0
386,2015-08-08 17:11:00,143,0
2144,2015-09-17 14:21:00,160,0
1846,2015-09-13 20:39:00,41,0
815,2015-08-17 07:30:00,196,0
940,2015-08-21 16:49:00,355,0
1573,2015-09-09 16:30:00,214,0
1870,2015-09-14 05:29:00,118,0
1315,2015-09-02 22:56:00,991,0
643,2015-08-12 14:11:00,130,0
1284,2015-09-01 10:45:00,134,0
1053,2015-08-25 18:11:00,608,0
1034,2015-08-25 10:01:00,180,0
1708,2015-09-11 14:00:00,244,0
1591,2015-09-09 19:40:00,375,0
1722,2015-09-11 17:30:00,403,0
2018,2015-09-16 09:04:00,294,0
1212,2015-08-30 11:27:00,148,0
1838,2015-09-13 18:40:00,154,0
1955,2015-09-15 12:04:00,257,0
484,2015-08-10 09:27:00,149,0
1779,2015-09-12 18:48:00,174,0
354,2015-08-08 08:47:00,304,0
343,2015-08-07 22:47:00,89,0
1173,2015-08-28 15:38:00,234,0
249,2015-08-06 08:17:00,246,0
1594,2015-09-09 22:20:00,133,0
2158,2015-09-17 16:34:00,189,0
983,2015-08-24 08:53:00,296,0
29,2015-07-30 09:48:00,210,0
482,2015-08-10 09:07:00,211,0
1469,2015-09-06 19:39:00,149,0
923,2015-08-21 11:59:00,530,0
1786,2015-09-12 20:07:00,158,0
1972,2015-09-15 16:38:00,179,0
2122,2015-09-17 10:21:00,342,0
1243,2015-08-30 20:27:00,163,0
624,2015-08-12 10:52:00,270,0
1957,2015-09-15 12:26:00,182,0
613,2015-08-12 08:02:00,150,0
1398,2015-09-04 09:23:00,162,0
1732,2015-09-11 19:10:00,305,0
389,2015-08-08 18:22:00,133,0
186,2015-08-04 19:20:00,864,0
264,2015-08-06 10:58:00,207,0
812,2015-08-16 23:30:00,194,0
795,2015-08-16 17:07:00,262,0
1949,2015-09-15 09:16:00,192,0
1400,2015-09-04 09:53:00,206,0
441,2015-08-09 18:26:00,118,0
1141,2015-08-28 07:37:00,160,0
1903,2015-09-14 13:29:00,159,0
1307,2015-09-02 14:11:00,66,0
2061,2015-09-16 19:21:00,138,0
1934,2015-09-15 05:06:00,112,0
1082,2015-08-26 13:20:00,570,0
610,2015-08-12 06:31:00,126,0
267,2015-08-06 12:07:00,110,0
1443,2015-09-05 10:59:00,151,0
1597,2015-09-09 23:00:00,138,0
625,2015-08-12 11:02:00,358,0
2028,2015-09-16 10:55:00,260,0
749,2015-08-14 13:17:00,403,0
607,2015-08-12 04:42:00,154,0
69,2015-07-31 10:29:00,3036,0
104,2015-08-02 18:46:00,147,0
820,2015-08-17 08:40:00,311,0
459,2015-08-09 22:17:00,137,0
454,2015-08-09 21:17:00,125,0
1724,2015-09-11 17:50:00,417,0
1198,2015-08-29 20:15:00,468,0
2074,2015-09-16 21:51:00,134,0
781,2015-08-15 22:36:00,152,0
1472,2015-09-06 20:40:00,415,0
618,2015-08-12 09:11:00,204,0
864,2015-08-19 09:47:00,369,0
964,2015-08-23 18:58:00,132,0
1207,2015-08-30 09:37:00,166,0
57,2015-07-30 22:59:00,159,0
1909,2015-09-14 14:46:00,175,0
126,2015-08-03 10:46:00,291,0
1670,2015-09-10 19:32:00,179,0
1880,2015-09-14 08:58:00,216,0
262,2015-08-06 10:28:00,277,0
397,2015-08-08 22:42:00,113,0
1698,2015-09-11 11:59:00,217,0
1101,2015-08-27 09:06:00,270,0
943,2015-08-21 17:19:00,209,0
1680,2015-09-11 08:24:00,351,0
1458,2015-09-06 07:37:00,116,0
635,2015-08-12 12:52:00,337,0
845,2015-08-18 09:52:00,177,0
913,2015-08-21 08:19:00,234,0
1128,2015-08-27 16:26:00,187,0
88,2015-07-31 23:50:00,182,0
1496,2015-09-07 13:42:00,143,0
280,2015-08-06 17:41:00,156,0
1627,2015-09-10 10:00:00,204,0
143,2015-08-04 03:51:00,980,0
1435,2015-09-04 19:02:00,155,0
1309,2015-09-02 17:10:00,151,0
1620,2015-09-10 08:50:00,431,0
1956,2015-09-15 12:15:00,254,0
1374,2015-09-03 17:44:00,185,0
2128,2015-09-17 11:21:00,349,0
348,2015-08-08 05:17:00,699,0
1153,2015-08-28 10:18:00,334,0
2055,2015-09-16 17:50:00,159,0
297,2015-08-07 10:10:00,500,0
269,2015-08-06 12:28:00,125,0
595,2015-08-12 01:42:00,2875,0
650,2015-08-12 17:52:00,157,0
636,2015-08-12 13:02:00,344,0
370,2015-08-08 11:27:00,253,0
576,2015-08-11 20:52:00,649,0
1199,2015-08-29 20:23:00,761,0
1755,2015-09-12 09:23:00,269,0
2091,2015-09-17 00:51:00,130,0
1558,2015-09-09 08:46:00,166,0
738,2015-08-14 10:37:00,404,0
662,2015-08-12 21:37:00,574,0
773,2015-08-15 04:42:00,49,0
1043,2015-08-25 12:02:00,263,0
664,2015-08-12 21:57:00,499,0
1029,2015-08-25 08:50:00,324,0
561,2015-08-11 18:02:00,374,0
2126,2015-09-17 11:01:00,429,0
887,2015-08-20 09:45:00,295,0
1884,2015-09-14 09:59:00,144,0
1464,2015-09-06 16:11:00,193,0
2047,2015-09-16 15:51:00,147,0
1495,2015-09-07 11:39:00,151,0
890,2015-08-20 10:15:00,292,0
1910,2015-09-14 15:06:00,145,0
1737,2015-09-11 19:53:00,200,0
821,2015-08-17 08:49:00,332,0
473,2015-08-10 05:57:00,108,0
651,2015-08-12 18:42:00,130,0
310,2015-08-07 13:10:00,294,0
661,2015-08-12 21:23:00,683,0
1608,2015-09-10 05:26:00,127,0
615,2015-08-12 08:22:00,193,0
1791,2015-09-12 21:28:00,152,0
1081,2015-08-26 13:00:00,494,0
982,2015-08-24 08:43:00,283,0
811,2015-08-16 21:30:00,185,0
1425,2015-09-04 16:12:00,284,0
1831,2015-09-13 16:49:00,192,0
1281,2015-09-01 09:15:00,194,0
1598,2015-09-09 23:40:00,134,0
151,2015-08-04 09:07:00,360,0
977,2015-08-24 07:51:00,194,0
1072,2015-08-26 11:00:00,326,0
886,2015-08-20 09:35:00,202,0
2094,2015-09-17 01:31:00,123,0
1447,2015-09-05 19:56:00,161,0
1086,2015-08-26 15:35:00,167,0
1946,2015-09-15 08:46:00,196,0
1526,2015-09-08 10:36:00,256,0
799,2015-08-16 17:57:00,336,0
1111,2015-08-27 11:06:00,519,0
1427,2015-09-04 16:33:00,308,0
419,2015-08-09 12:52:00,151,0
1566,2015-09-09 13:30:00,148,0
58,2015-07-30 23:48:00,110,0
545,2015-08-11 11:32:00,136,0
1379,2015-09-03 18:35:00,152,0
49,2015-07-30 17:26:00,881,0
668,2015-08-12 22:37:00,517,0
979,2015-08-24 08:13:00,178,0
1369,2015-09-03 16:24:00,182,0
1246,2015-08-31 04:47:00,119,0
1139,2015-08-28 05:18:00,114,0
764,2015-08-14 16:43:00,282,0
1652,2015-09-10 16:14:00,207,0
112,2015-08-02 23:26:00,320,0
1891,2015-09-14 11:19:00,626,0
2115,2015-09-17 09:11:00,294,0
901,2015-08-20 12:35:00,180,0
1387,2015-09-03 22:52:00,665,0
1392,2015-09-04 08:01:00,162,0
0,2015-07-28 11:56:00,248,0
478,2015-08-10 08:27:00,192,0
1068,2015-08-26 10:19:00,288,0
194,2015-08-04 20:39:00,719,0
509,2015-08-10 14:17:00,470,0
593,2015-08-12 01:01:00,392,0
417,2015-08-09 11:42:00,167,0
1079,2015-08-26 12:30:00,480,0
1300,2015-09-02 07:21:00,170,0
1244,2015-08-30 21:07:00,167,0
72,2015-07-31 10:59:00,3058,0
82,2015-07-31 16:59:00,226,0
762,2015-08-14 16:24:00,327,0
935,2015-08-21 15:49:00,343,0
1136,2015-08-27 19:15:00,131,0
436,2015-08-09 17:36:00,111,0
1035,2015-08-25 10:21:00,222,0
129,2015-08-03 11:46:00,237,0
544,2015-08-11 11:22:00,136,0
807,2015-08-16 19:27:00,225,0
1571,2015-09-09 16:10:00,185,0
121,2015-08-03 08:26:00,324,0
1413,2015-09-04 13:52:00,495,0
592,2015-08-12 00:42:00,355,0
1297,2015-09-01 23:21:00,176,0
871,2015-08-19 11:47:00,310,0
64,2015-07-31 09:39:00,1623,0
412,2015-08-09 10:52:00,178,0
1806,2015-09-13 08:58:00,132,0
611,2015-08-12 07:12:00,143,0
1033,2015-08-25 09:32:00,161,0
447,2015-08-09 19:56:00,133,0
827,2015-08-17 10:50:00,331,0
516,2015-08-10 20:32:00,137,0
1929,2015-09-15 03:36:00,127,0
707,2015-08-13 13:26:00,171,0
748,2015-08-14 12:56:00,361,0
1145,2015-08-28 08:38:00,280,0
1166,2015-08-28 13:38:00,781,0
1336,2015-09-03 04:54:00,111,0
1437,2015-09-05 09:39:00,195,0
1058,2015-08-26 04:59:00,115,0
43,2015-07-30 15:37:00,705,0
1414,2015-09-04 14:02:00,626,0
2020,2015-09-16 09:25:00,242,0
768,2015-08-14 23:01:00,171,0
1187,2015-08-29 12:25:00,167,0
980,2015-08-24 08:23:00,205,0
1259,2015-08-31 11:13:00,292,0
1285,2015-09-01 10:55:00,118,0
1388,2015-09-03 23:02:00,203,0
776,2015-08-15 05:31:00,1178,0
142,2015-08-04 03:47:00,912,0
688,2015-08-13 08:46:00,325,0
763,2015-08-14 16:37:00,291,0
794,2015-08-16 16:57:00,198,0
2089,2015-09-17 00:31:00,139,0
1189,2015-08-29 13:55:00,172,0
1085,2015-08-26 14:09:00,272,0
400,2015-08-09 04:52:00,115,0
1123,2015-08-27 13:17:00,364,0
1555,2015-09-09 08:17:00,362,0
1656,2015-09-10 16:54:00,178,0
91,2015-08-01 20:18:00,192,0
1543,2015-09-08 17:15:00,22,0
1919,2015-09-14 17:46:00,144,0
1002,2015-08-24 12:42:00,318,0
1157,2015-08-28 11:07:00,500,0
1691,2015-09-11 10:44:00,234,0
627,2015-08-12 11:22:00,360,0
1648,2015-09-10 15:24:00,226,0
1335,2015-09-03 04:46:00,116,0
632,2015-08-12 12:22:00,343,0
1069,2015-08-26 10:30:00,351,0
1080,2015-08-26 12:50:00,620,0
1913,2015-09-14 16:36:00,150,0
1800,2015-09-13 06:57:00,115,0
1503,2015-09-07 19:13:00,141,0
1753,2015-09-12 09:03:00,229,0
808,2015-08-16 19:37:00,168,0
1710,2015-09-11 14:50:00,147,0
1183,2015-08-28 23:48:00,299,0
1540,2015-09-08 16:37:00,819,0
327,2015-08-07 16:24:00,306,0
528,2015-08-11 07:42:00,241,0
1146,2015-08-28 08:47:00,257,0
2013,2015-09-16 08:15:00,180,0
2104,2015-09-17 07:11:00,134,0
1782,2015-09-12 19:28:00,167,0
420,2015-08-09 13:29:00,145,0
2156,2015-09-17 16:13:00,235,0
1694,2015-09-11 11:14:00,270,0
1444,2015-09-05 13:27:00,198,0
278,2015-08-06 16:28:00,179,0
1795,2015-09-13 00:58:00,157,0
1756,2015-09-12 09:32:00,233,0
1536,2015-09-08 14:47:00,126,0
1299,2015-09-01 23:59:00,460,0
1887,2015-09-14 10:39:00,347,0
670,2015-08-12 23:37:00,1123,0
138,2015-08-03 17:16:00,210,0
1477,2015-09-06 21:41:00,101,0
1611,2015-09-10 06:40:00,135,0
1866,2015-09-14 04:29:00,128,0
80,2015-07-31 16:39:00,277,0
532,2015-08-11 08:31:00,485,0
1666,2015-09-10 18:54:00,342,0
352,2015-08-08 08:17:00,171,0
2083,2015-09-16 23:31:00,581,0
15,2015-07-29 08:13:00,197,0
13,2015-07-29 07:23:00,200,0
1500,2015-09-07 16:24:00,159,0
1855,2015-09-13 22:29:00,129,0
1191,2015-08-29 18:45:00,133,0
254,2015-08-06 09:08:00,347,0
2038,2015-09-16 13:55:00,133,0
2149,2015-09-17 15:11:00,150,0
133,2015-08-03 14:16:00,142,0
146,2015-08-04 08:15:00,188,0
1812,2015-09-13 11:38:00,131,0
710,2015-08-13 16:16:00,442,0
161,2015-08-04 11:53:00,249,0
1278,2015-09-01 08:35:00,225,0
1835,2015-09-13 17:40:00,142,0
2029,2015-09-16 11:03:00,394,0
1286,2015-09-01 11:04:00,465,0
2108,2015-09-17 08:00:00,156,0
2136,2015-09-17 12:51:00,154,0
1550,2015-09-09 05:37:00,123,0
74,2015-07-31 11:29:00,3922,0
6,2015-07-28 17:23:00,170,0
867,2015-08-19 10:47:00,292,0
1505,2015-09-07 20:13:00,158,0
1184,2015-08-28 23:58:00,328,0
1422,2015-09-04 15:43:00,276,0
1758,2015-09-12 09:53:00,268,0
1725,2015-09-11 18:00:00,393,0
1824,2015-09-13 15:40:00,134,0
345,2015-08-08 04:47:00,59,0
686,2015-08-13 08:27:00,243,0
438,2015-08-09 17:57:00,103,0
1042,2015-08-25 11:41:00,233,0
538,2015-08-11 10:01:00,144,0
2001,2015-09-16 05:25:00,117,0
61,2015-07-31 09:09:00,1144,0
238,2015-08-05 22:39:00,135,0
141,2015-08-04 03:37:00,922,0
