,timestamp,value,label
345,2015-09-03 00:21:00,66,0
885,2015-09-09 20:13:00,68,0
1899,2015-09-15 08:11:00,74,0
1118,2015-09-11 08:52:00,80,0
960,2015-09-10 11:12:00,90,0
574,2015-09-04 08:22:00,86,0
1028,2015-09-10 19:27:00,68,0
1355,2015-09-12 14:11:00,86,0
2067,2015-09-16 00:09:00,78,0
293,2015-09-02 15:30:00,99,0
1980,2015-09-15 15:29:00,85,0
977,2015-09-10 13:42:00,85,0
1463,2015-09-13 07:36:00,82,0
1123,2015-09-11 09:22:00,77,0
1074,2015-09-11 04:17:00,76,0
1129,2015-09-11 10:07:00,83,0
530,2015-09-04 01:27:00,88,0
134,2015-09-01 17:25:00,90,0
1389,2015-09-12 17:21:00,68,0
2282,2015-09-16 20:25:00,86,0
2416,2015-09-17 09:30:00,70,0
1555,2015-09-13 17:23:00,76,0
2003,2015-09-15 17:24:00,88,0
1888,2015-09-15 07:16:00,89,0
658,2015-09-04 17:47:00,96,0
2232,2015-09-16 16:00:00,83,0
968,2015-09-10 12:17:00,81,0
2246,2015-09-16 17:15:00,84,0
1237,2015-09-11 20:36:00,84,0
1466,2015-09-13 08:01:00,91,0
399,2015-09-03 07:51:00,94,0
62,2015-09-01 06:55:00,62,0
1618,2015-09-14 00:33:00,89,0
1063,2015-09-11 01:57:00,76,0
298,2015-09-02 16:05:00,84,0
2478,2015-09-17 14:44:00,97,0
447,2015-09-03 13:01:00,83,0
337,2015-09-02 22:21:00,74,0
2426,2015-09-17 10:20:00,75,0
1674,2015-09-14 09:23:00,78,0
1116,2015-09-11 08:37:00,84,0
2412,2015-09-17 09:10:00,72,0
1601,2015-09-13 22:13:00,81,0
2263,2015-09-16 18:50:00,83,0
634,2015-09-04 15:17:00,82,0
1009,2015-09-10 17:22:00,65,0
419,2015-09-03 09:56:00,70,0
1519,2015-09-13 13:48:00,83,0
2473,2015-09-17 14:20:00,71,0
2441,2015-09-17 11:40:00,67,0
1778,2015-09-14 18:55:00,88,0
928,2015-09-10 08:13:00,77,0
2152,2015-09-16 09:04:00,73,0
2254,2015-09-16 18:00:00,71,0
636,2015-09-04 15:32:00,91,0
691,2015-09-04 21:18:00,83,0
40,2015-09-01 04:07:00,82,0
1088,2015-09-11 06:12:00,90,0
962,2015-09-10 11:32:00,95,0
1442,2015-09-12 23:41:00,88,0
1254,2015-09-11 22:56:00,84,0
793,2015-09-08 22:51:00,78,0
1273,2015-09-12 04:06:00,90,0
455,2015-09-03 14:01:00,81,0
334,2015-09-02 21:46:00,72,0
1588,2015-09-13 20:18:00,77,0
420,2015-09-03 10:01:00,77,0
2043,2015-09-15 21:14:00,81,0
1958,2015-09-15 13:31:00,80,0
587,2015-09-04 10:12:00,90,0
295,2015-09-02 15:40:00,98,0
1699,2015-09-14 11:53:00,87,0
1651,2015-09-14 05:48:00,93,0
2442,2015-09-17 11:45:00,89,0
1138,2015-09-11 11:14:00,93,0
156,2015-09-01 20:45:00,79,0
1052,2015-09-10 23:02:00,84,0
1014,2015-09-10 17:52:00,88,0
266,2015-09-02 12:45:00,92,0
1108,2015-09-11 07:57:00,84,0
1331,2015-09-12 11:36:00,82,0
85,2015-09-01 09:05:00,68,0
788,2015-09-08 21:56:00,82,0
1645,2015-09-14 05:18:00,76,0
2031,2015-09-15 20:09:00,77,0
1453,2015-09-13 04:51:00,90,0
398,2015-09-03 07:46:00,74,0
431,2015-09-03 11:06:00,82,0
605,2015-09-04 11:52:00,84,0
183,2015-09-02 04:15:00,66,0
631,2015-09-04 14:47:00,78,0
785,2015-09-08 21:21:00,86,0
2105,2015-09-16 04:49:00,85,0
444,2015-09-03 12:46:00,76,0
1520,2015-09-13 13:53:00,87,0
696,2015-09-04 22:13:00,89,0
1952,2015-09-15 13:01:00,76,0
1197,2015-09-11 16:34:00,82,0
2449,2015-09-17 12:20:00,84,0
1128,2015-09-11 10:02:00,73,0
2440,2015-09-17 11:35:00,83,0
100,2015-09-01 11:05:00,85,0
146,2015-09-01 19:25:00,67,0
428,2015-09-03 10:46:00,82,0
282,2015-09-02 14:20:00,79,0
1919,2015-09-15 09:51:00,79,0
1975,2015-09-15 15:04:00,76,0
742,2015-09-08 15:16:00,91,0
1321,2015-09-12 10:46:00,80,0
1302,2015-09-12 08:46:00,69,0
1017,2015-09-10 18:12:00,75,0
1113,2015-09-11 08:22:00,75,0
597,2015-09-04 11:07:00,90,0
1597,2015-09-13 21:13:00,69,0
1628,2015-09-14 02:53:00,81,0
386,2015-09-03 06:46:00,86,0
1999,2015-09-15 17:04:00,93,0
2079,2015-09-16 01:24:00,95,0
143,2015-09-01 19:05:00,87,0
1766,2015-09-14 17:50:00,91,0
142,2015-09-01 19:00:00,84,0
1419,2015-09-12 20:36:00,85,0
1115,2015-09-11 08:32:00,78,0
1657,2015-09-14 06:18:00,86,0
56,2015-09-01 06:25:00,84,0
1983,2015-09-15 15:44:00,95,0
1381,2015-09-12 16:36:00,92,0
2315,2015-09-16 23:50:00,66,0
2443,2015-09-17 11:50:00,80,0
1281,2015-09-12 05:56:00,71,0
1558,2015-09-13 17:38:00,89,0
528,2015-09-04 00:42:00,74,0
1143,2015-09-11 11:44:00,80,0
224,2015-09-02 08:00:00,85,0
1816,2015-09-14 23:11:00,78,0
551,2015-09-04 06:17:00,82,0
1365,2015-09-12 15:01:00,72,0
526,2015-09-04 00:22:00,72,0
1563,2015-09-13 18:03:00,79,0
2316,2015-09-17 00:00:00,75,0
1433,2015-09-12 22:26:00,87,0
1877,2015-09-15 06:20:00,89,0
2242,2015-09-16 16:55:00,99,0
1006,2015-09-10 16:57:00,84,0
760,2015-09-08 17:56:00,84,0
830,2015-09-09 13:23:00,97,0
2475,2015-09-17 14:30:00,83,0
1199,2015-09-11 16:44:00,92,0
439,2015-09-03 12:11:00,76,0
1261,2015-09-12 00:26:00,62,0
1540,2015-09-13 16:03:00,86,0
1662,2015-09-14 06:43:00,91,0
193,2015-09-02 05:20:00,77,0
1481,2015-09-13 10:16:00,84,0
348,2015-09-03 00:51:00,92,0
24,2015-09-01 00:12:00,57,0
1003,2015-09-10 16:37:00,77,0
319,2015-09-02 19:05:00,88,0
1192,2015-09-11 16:09:00,63,0
1418,2015-09-12 20:31:00,88,0
1611,2015-09-13 23:28:00,79,0
1469,2015-09-13 08:41:00,82,0
1206,2015-09-11 17:19:00,89,0
1196,2015-09-11 16:29:00,53,0
1789,2015-09-14 19:55:00,83,0
1896,2015-09-15 07:56:00,97,0
2022,2015-09-15 19:14:00,74,0
1181,2015-09-11 15:04:00,89,0
2493,2015-09-17 15:54:00,77,0
430,2015-09-03 11:01:00,79,0
1607,2015-09-13 22:58:00,79,0
1343,2015-09-12 12:51:00,79,0
169,2015-09-01 23:40:00,88,0
2091,2015-09-16 03:14:00,77,0
1301,2015-09-12 08:36:00,83,0
582,2015-09-04 09:32:00,73,0
2393,2015-09-17 07:35:00,29,0
549,2015-09-04 06:07:00,79,0
2065,2015-09-15 23:49:00,79,0
2431,2015-09-17 10:45:00,79,0
1805,2015-09-14 21:55:00,87,0
423,2015-09-03 10:16:00,89,0
1672,2015-09-14 09:08:00,86,0
1373,2015-09-12 15:51:00,87,0
730,2015-09-08 14:00:00,83,0
1180,2015-09-11 14:59:00,76,0
2474,2015-09-17 14:25:00,79,0
902,2015-09-09 22:13:00,65,0
876,2015-09-09 19:03:00,79,0
1451,2015-09-13 04:41:00,84,0
1762,2015-09-14 17:30:00,73,0
72,2015-09-01 07:50:00,94,0
2311,2015-09-16 23:15:00,77,0
1482,2015-09-13 10:21:00,94,0
1698,2015-09-14 11:48:00,73,0
900,2015-09-09 22:03:00,73,0
642,2015-09-04 16:17:00,96,0
1652,2015-09-14 05:53:00,78,0
1401,2015-09-12 18:21:00,82,0
464,2015-09-03 14:56:00,82,0
1953,2015-09-15 13:06:00,75,0
1386,2015-09-12 17:06:00,96,0
2300,2015-09-16 22:10:00,74,0
667,2015-09-04 18:42:00,85,0
1305,2015-09-12 09:06:00,95,0
798,2015-09-09 01:51:00,71,0
2104,2015-09-16 04:44:00,83,0
1908,2015-09-15 08:56:00,75,0
1527,2015-09-13 14:43:00,89,0
790,2015-09-08 22:12:00,93,0
527,2015-09-04 00:27:00,78,0
927,2015-09-10 08:00:00,85,0
2396,2015-09-17 07:50:00,80,0
320,2015-09-02 19:10:00,98,0
531,2015-09-04 02:27:00,72,0
2057,2015-09-15 23:04:00,86,0
765,2015-09-08 18:46:00,88,0
768,2015-09-08 19:06:00,75,0
663,2015-09-04 18:22:00,84,0
207,2015-09-02 06:35:00,89,0
838,2015-09-09 14:33:00,94,0
2120,2015-09-16 06:24:00,71,0
1951,2015-09-15 12:56:00,78,0
1866,2015-09-15 05:20:00,78,0
1689,2015-09-14 10:38:00,81,0
2364,2015-09-17 05:10:00,83,0
1110,2015-09-11 08:07:00,74,0
343,2015-09-03 00:01:00,73,0
1587,2015-09-13 20:13:00,76,0
257,2015-09-02 11:30:00,72,0
407,2015-09-03 08:36:00,80,0
911,2015-09-10 00:38:00,68,0
1260,2015-09-12 00:11:00,71,0
993,2015-09-10 15:37:00,91,0
1966,2015-09-15 14:14:00,82,0
2484,2015-09-17 15:13:00,90,0
149,2015-09-01 19:55:00,70,0
723,2015-09-08 13:16:00,90,0
1830,2015-09-15 01:10:00,73,0
1040,2015-09-10 21:12:00,81,0
330,2015-09-02 21:16:00,84,0
2050,2015-09-15 21:59:00,69,0
792,2015-09-08 22:36:00,74,0
980,2015-09-10 14:02:00,94,0
888,2015-09-09 20:38:00,81,0
198,2015-09-02 05:50:00,83,0
1062,2015-09-11 01:42:00,72,0
581,2015-09-04 09:17:00,83,0
124,2015-09-01 14:05:00,92,0
365,2015-09-03 04:36:00,90,0
2392,2015-09-17 07:30:00,59,0
37,2015-09-01 03:47:00,72,0
1752,2015-09-14 16:35:00,84,0
2288,2015-09-16 20:55:00,76,0
2157,2015-09-16 09:29:00,78,0
666,2015-09-04 18:37:00,93,0
1624,2015-09-14 02:23:00,88,0
2114,2015-09-16 05:54:00,95,0
719,2015-09-08 12:51:00,83,0
2266,2015-09-16 19:05:00,76,0
344,2015-09-03 00:11:00,62,0
1769,2015-09-14 18:05:00,83,0
21,2015-08-31 23:37:00,68,0
1737,2015-09-14 15:20:00,79,0
102,2015-09-01 11:15:00,72,0
170,2015-09-02 00:00:00,76,0
2077,2015-09-16 01:14:00,91,0
705,2015-09-08 11:14:00,70,0
1524,2015-09-13 14:18:00,82,0
2414,2015-09-17 09:20:00,74,0
1177,2015-09-11 14:44:00,89,0
2430,2015-09-17 10:40:00,65,0
304,2015-09-02 16:55:00,80,0
1979,2015-09-15 15:24:00,100,0
7,2015-08-31 20:12:00,96,0
1881,2015-09-15 06:41:00,80,0
2026,2015-09-15 19:44:00,69,0
2185,2015-09-16 11:59:00,92,0
1941,2015-09-15 12:01:00,76,0
1502,2015-09-13 12:11:00,90,0
2194,2015-09-16 12:44:00,88,0
1114,2015-09-11 08:27:00,75,0
803,2015-09-09 09:48:00,95,0
162,2015-09-01 22:35:00,97,0
1086,2015-09-11 06:02:00,83,0
22,2015-08-31 23:57:00,73,0
650,2015-09-04 17:07:00,97,0
2095,2015-09-16 03:39:00,70,0
2411,2015-09-17 09:05:00,70,0
288,2015-09-02 15:05:00,81,0
327,2015-09-02 20:46:00,81,0
757,2015-09-08 17:36:00,75,0
1387,2015-09-12 17:11:00,78,0
1416,2015-09-12 20:11:00,91,0
2428,2015-09-17 10:30:00,73,0
680,2015-09-04 20:02:00,84,0
2239,2015-09-16 16:35:00,85,0
2221,2015-09-16 15:05:00,86,0
35,2015-09-01 03:02:00,78,0
1262,2015-09-12 00:31:00,72,0
914,2015-09-10 01:03:00,57,0
775,2015-09-08 20:06:00,71,0
408,2015-09-03 08:41:00,90,0
616,2015-09-04 13:17:00,78,0
1653,2015-09-14 05:58:00,91,0
2129,2015-09-16 07:09:00,77,0
194,2015-09-02 05:25:00,84,0
1417,2015-09-12 20:21:00,93,0
1686,2015-09-14 10:23:00,93,0
1149,2015-09-11 12:14:00,80,0
54,2015-09-01 06:15:00,88,0
1100,2015-09-11 07:12:00,77,0
1659,2015-09-14 06:28:00,85,0
1632,2015-09-14 03:43:00,71,0
11,2015-08-31 20:52:00,93,0
1695,2015-09-14 11:23:00,75,0
1730,2015-09-14 14:45:00,86,0
25,2015-09-01 00:17:00,43,0
1531,2015-09-13 15:13:00,87,0
720,2015-09-08 12:56:00,80,0
354,2015-09-03 02:11:00,80,0
175,2015-09-02 01:00:00,70,0
1879,2015-09-15 06:30:00,84,0
2468,2015-09-17 13:55:00,72,0
1921,2015-09-15 10:06:00,80,0
1589,2015-09-13 20:28:00,89,0
462,2015-09-03 14:41:00,102,0
525,2015-09-04 00:07:00,62,0
501,2015-09-03 18:41:00,70,0
189,2015-09-02 04:50:00,71,0
1702,2015-09-14 12:08:00,74,0
1249,2015-09-11 22:06:00,83,0
214,2015-09-02 07:10:00,75,0
1089,2015-09-11 06:17:00,89,0
825,2015-09-09 12:53:00,87,0
1430,2015-09-12 22:11:00,88,0
1424,2015-09-12 21:16:00,80,0
995,2015-09-10 15:47:00,85,0
161,2015-09-01 22:30:00,91,0
949,2015-09-10 10:07:00,77,0
1705,2015-09-14 12:23:00,86,0
1536,2015-09-13 15:43:00,82,0
1842,2015-09-15 02:56:00,74,0
1631,2015-09-14 03:38:00,67,0
497,2015-09-03 18:16:00,82,0
335,2015-09-02 21:51:00,72,0
590,2015-09-04 10:27:00,89,0
2340,2015-09-17 03:05:00,86,0
1889,2015-09-15 07:21:00,86,0
2389,2015-09-17 07:15:00,20,0
342,2015-09-02 23:51:00,82,0
269,2015-09-02 13:05:00,82,0
453,2015-09-03 13:41:00,77,0
1582,2015-09-13 19:48:00,94,0
242,2015-09-02 09:55:00,89,0
2156,2015-09-16 09:24:00,84,0
1147,2015-09-11 12:04:00,63,0
694,2015-09-04 21:53:00,81,0
309,2015-09-02 17:45:00,80,0
1596,2015-09-13 21:08:00,94,0
646,2015-09-04 16:47:00,74,0
1671,2015-09-14 09:03:00,87,0
1279,2015-09-12 05:41:00,82,0
2356,2015-09-17 04:30:00,85,0
2471,2015-09-17 14:10:00,71,0
110,2015-09-01 12:10:00,87,0
1297,2015-09-12 08:16:00,79,0
2467,2015-09-17 13:50:00,75,0
165,2015-09-01 23:01:00,77,0
1189,2015-09-11 15:54:00,74,0
2225,2015-09-16 15:25:00,78,0
1862,2015-09-15 05:01:00,79,0
1617,2015-09-14 00:18:00,82,0
1233,2015-09-11 19:51:00,75,0
583,2015-09-04 09:42:00,81,0
1845,2015-09-15 03:20:00,82,0
810,2015-09-09 10:33:00,78,0
177,2015-09-02 02:10:00,79,0
953,2015-09-10 10:37:00,79,0
1776,2015-09-14 18:45:00,82,0
1490,2015-09-13 11:06:00,80,0
1264,2015-09-12 00:46:00,56,0
67,2015-09-01 07:20:00,85,0
874,2015-09-09 18:48:00,89,0
2498,2015-09-17 16:19:00,82,0
1990,2015-09-15 16:19:00,98,0
1634,2015-09-14 04:03:00,77,0
1801,2015-09-14 21:25:00,82,0
1584,2015-09-13 19:58:00,86,0
1200,2015-09-11 16:49:00,80,0
1317,2015-09-12 10:21:00,85,0
2141,2015-09-16 08:09:00,77,0
2322,2015-09-17 01:05:00,74,0
2081,2015-09-16 01:34:00,94,0
1857,2015-09-15 04:31:00,88,0
2142,2015-09-16 08:14:00,77,0
784,2015-09-08 21:16:00,63,0
1266,2015-09-12 01:01:00,68,0
262,2015-09-02 12:15:00,75,0
645,2015-09-04 16:42:00,83,0
1635,2015-09-14 04:08:00,68,0
1464,2015-09-13 07:46:00,85,0
657,2015-09-04 17:42:00,97,0
1517,2015-09-13 13:38:00,86,0
2360,2015-09-17 04:50:00,73,0
2313,2015-09-16 23:40:00,63,0
1711,2015-09-14 13:03:00,76,0
186,2015-09-02 04:30:00,75,0
1685,2015-09-14 10:18:00,95,0
2019,2015-09-15 18:54:00,86,0
2189,2015-09-16 12:19:00,85,0
2190,2015-09-16 12:24:00,71,0
1578,2015-09-13 19:23:00,80,0
291,2015-09-02 15:20:00,78,0
59,2015-09-01 06:40:00,87,0
1462,2015-09-13 07:21:00,86,0
132,2015-09-01 15:20:00,76,0
878,2015-09-09 19:33:00,78,0
2192,2015-09-16 12:34:00,77,0
1956,2015-09-15 13:21:00,80,0
2205,2015-09-16 13:39:00,82,0
2178,2015-09-16 11:24:00,83,0
1870,2015-09-15 05:46:00,82,0
366,2015-09-03 04:56:00,68,0
2180,2015-09-16 11:34:00,68,0
63,2015-09-01 07:00:00,84,0
2172,2015-09-16 10:49:00,74,0
2337,2015-09-17 02:50:00,91,0
1561,2015-09-13 17:53:00,79,0
1354,2015-09-12 14:06:00,89,0
2279,2015-09-16 20:10:00,78,0
2439,2015-09-17 11:30:00,82,0
1934,2015-09-15 11:26:00,92,0
454,2015-09-03 13:46:00,84,0
922,2015-09-10 02:28:00,70,0
2139,2015-09-16 07:59:00,86,0
1359,2015-09-12 14:31:00,79,0
1090,2015-09-11 06:22:00,81,0
1369,2015-09-12 15:26:00,86,0
2351,2015-09-17 04:05:00,66,0
822,2015-09-09 12:23:00,96,0
729,2015-09-08 13:56:00,75,0
1274,2015-09-12 04:36:00,70,0
1404,2015-09-12 18:41:00,96,0
1426,2015-09-12 21:26:00,88,0
769,2015-09-08 19:16:00,81,0
2102,2015-09-16 04:29:00,89,0
432,2015-09-03 11:16:00,84,0
1707,2015-09-14 12:33:00,92,0
2463,2015-09-17 13:30:00,83,0
741,2015-09-08 15:11:00,84,0
1185,2015-09-11 15:34:00,86,0
2307,2015-09-16 22:45:00,89,0
145,2015-09-01 19:20:00,86,0
2384,2015-09-17 06:50:00,62,0
1655,2015-09-14 06:08:00,81,0
250,2015-09-02 10:40:00,88,0
614,2015-09-04 13:02:00,88,0
1318,2015-09-12 10:31:00,93,0
1936,2015-09-15 11:36:00,82,0
1722,2015-09-14 14:05:00,78,0
731,2015-09-08 14:06:00,81,0
44,2015-09-01 04:52:00,69,0
2276,2015-09-16 19:55:00,88,0
284,2015-09-02 14:30:00,93,0
1019,2015-09-10 18:22:00,87,0
1719,2015-09-14 13:45:00,87,0
2086,2015-09-16 02:44:00,72,0
2080,2015-09-16 01:29:00,92,0
635,2015-09-04 15:22:00,80,0
2146,2015-09-16 08:34:00,64,0
1893,2015-09-15 07:41:00,84,0
1338,2015-09-12 12:26:00,76,0
1473,2015-09-13 09:16:00,89,0
1412,2015-09-12 19:41:00,89,0
1496,2015-09-13 11:41:00,90,0
1347,2015-09-12 13:16:00,76,0
2378,2015-09-17 06:20:00,73,0
1594,2015-09-13 20:58:00,91,0
375,2015-09-03 05:46:00,93,0
1872,2015-09-15 05:55:00,85,0
1682,2015-09-14 10:03:00,88,0
1718,2015-09-14 13:40:00,84,0
743,2015-09-08 15:26:00,81,0
1571,2015-09-13 18:43:00,80,0
991,2015-09-10 15:27:00,90,0
585,2015-09-04 09:52:00,84,0
562,2015-09-04 07:12:00,86,0
2219,2015-09-16 14:55:00,85,0
984,2015-09-10 14:47:00,81,0
2159,2015-09-16 09:39:00,79,0
372,2015-09-03 05:31:00,88,0
212,2015-09-02 07:00:00,74,0
1768,2015-09-14 18:00:00,79,0
612,2015-09-04 12:52:00,84,0
724,2015-09-08 13:26:00,85,0
2151,2015-09-16 08:59:00,93,0
560,2015-09-04 07:02:00,88,0
693,2015-09-04 21:38:00,98,0
1361,2015-09-12 14:41:00,83,0
1413,2015-09-12 19:51:00,88,0
2369,2015-09-17 05:35:00,88,0
1725,2015-09-14 14:20:00,99,0
1188,2015-09-11 15:49:00,85,0
2374,2015-09-17 06:00:00,82,0
158,2015-09-01 21:05:00,65,0
1621,2015-09-14 01:53:00,81,0
1046,2015-09-10 22:12:00,81,0
2387,2015-09-17 07:05:00,68,0
1499,2015-09-13 11:56:00,86,0
2023,2015-09-15 19:24:00,87,0
1949,2015-09-15 12:46:00,88,0
1069,2015-09-11 03:27:00,84,0
1906,2015-09-15 08:46:00,83,0
2112,2015-09-16 05:44:00,87,0
1244,2015-09-11 21:21:00,84,0
153,2015-09-01 20:20:00,85,0
191,2015-09-02 05:05:00,89,0
1723,2015-09-14 14:10:00,83,0
2122,2015-09-16 06:34:00,75,0
1073,2015-09-11 04:12:00,83,0
1119,2015-09-11 08:57:00,87,0
315,2015-09-02 18:35:00,76,0
903,2015-09-09 22:23:00,63,0
1938,2015-09-15 11:46:00,76,0
754,2015-09-08 17:21:00,94,0
1510,2015-09-13 12:58:00,70,0
1489,2015-09-13 10:56:00,83,0
52,2015-09-01 05:50:00,80,0
2059,2015-09-15 23:19:00,89,0
1096,2015-09-11 06:52:00,82,0
761,2015-09-08 18:26:00,92,0
29,2015-09-01 01:07:00,83,0
2275,2015-09-16 19:50:00,79,0
1861,2015-09-15 04:55:00,78,0
1898,2015-09-15 08:06:00,83,0
1869,2015-09-15 05:36:00,85,0
978,2015-09-10 13:47:00,85,0
610,2015-09-04 12:37:00,73,0
2009,2015-09-15 17:54:00,92,0
400,2015-09-03 07:56:00,76,0
329,2015-09-02 21:00:00,93,0
2244,2015-09-16 17:05:00,87,0
1844,2015-09-15 03:10:00,64,0
681,2015-09-04 20:12:00,80,0
2333,2015-09-17 02:25:00,84,0
641,2015-09-04 16:12:00,85,0
2212,2015-09-16 14:19:00,91,0
2408,2015-09-17 08:50:00,69,0
925,2015-09-10 05:38:00,83,0
1179,2015-09-11 14:54:00,69,0
48,2015-09-01 05:25:00,84,0
2229,2015-09-16 15:45:00,67,0
1492,2015-09-13 11:16:00,67,0
1130,2015-09-11 10:17:00,72,0
1933,2015-09-15 11:21:00,84,0
381,2015-09-03 06:16:00,80,0
34,2015-09-01 02:47:00,63,0
221,2015-09-02 07:45:00,87,0
1876,2015-09-15 06:16:00,80,0
1918,2015-09-15 09:46:00,72,0
456,2015-09-03 14:06:00,62,0
387,2015-09-03 06:51:00,89,0
270,2015-09-02 13:10:00,84,0
2,2015-08-31 18:57:00,84,0
619,2015-09-04 13:47:00,85,0
452,2015-09-03 13:31:00,92,0
1316,2015-09-12 10:16:00,98,0
2420,2015-09-17 09:50:00,64,0
1406,2015-09-12 18:51:00,97,0
1930,2015-09-15 11:06:00,82,0
1771,2015-09-14 18:15:00,71,0
1022,2015-09-10 18:42:00,81,0
2025,2015-09-15 19:34:00,80,0
104,2015-09-01 11:30:00,80,0
1799,2015-09-14 21:05:00,56,0
2342,2015-09-17 03:15:00,73,0
1788,2015-09-14 19:50:00,80,0
2460,2015-09-17 13:15:00,89,0
1991,2015-09-15 16:24:00,70,0
1599,2015-09-13 21:43:00,79,0
1393,2015-09-12 17:41:00,96,0
1268,2015-09-12 01:31:00,94,0
1554,2015-09-13 17:18:00,82,0
1950,2015-09-15 12:51:00,84,0
1793,2015-09-14 20:20:00,74,0
68,2015-09-01 07:25:00,89,0
239,2015-09-02 09:35:00,83,0
273,2015-09-02 13:25:00,72,0
515,2015-09-03 21:42:00,77,0
1748,2015-09-14 16:15:00,81,0
1324,2015-09-12 11:01:00,84,0
965,2015-09-10 11:57:00,79,0
781,2015-09-08 20:56:00,87,0
1532,2015-09-13 15:18:00,91,0
1759,2015-09-14 17:15:00,80,0
917,2015-09-10 01:38:00,73,0
1215,2015-09-11 18:04:00,87,0
2127,2015-09-16 06:59:00,84,0
1840,2015-09-15 02:31:00,88,0
