Date,Value,,,,,,,
1417150800,-157.0804914,,,,,,,
1417154400,-62.28522951,,,,,,,
1417158000,47.34052907,,,,,,,
1417161600,97.10531516,,,,,,,
1417165200,131.7986733,,,,,,,
1417168800,124.4898914,,,,,,,
1417172400,68.53770527,,,,,,,
1417176000,-1.082720393,,,,,,,
1417179600,-79.25009286,,,,,,,
1417183200,-153.0744949,,,,,,,
1417186800,-169.0952197,,,,,,,
1417190400,-151.6637685,,,,,,,
1417194000,-138.5517289,,,,,,,
1417197600,-55.63415261,,,,,,,
1417201200,5.637983101,,,,,,,
1417204800,43.43611622,,,,,,,
1417208400,58.4219067,,,,,,,
1417212000,5.789478109,,,,,,,
1417215600,-7.439130041,,,,,,,
1417219200,-106.6659798,,,,,,,
1417222800,-173.2512279,,,,,,,
1417226400,-247.0105082,,,,,,,
1417230000,-237.5955573,,,,,,,
1417233600,-215.6742671,,,,,,,
1417237200,-127.3688228,,,,,,,
1417240800,-40.87702436,,,,,,,
1417244400,58.87600399,,,,,,,
1417248000,136.9770797,,,,,,,
1417251600,163.2400294,,,,,,,
1417255200,140.5674353,,,,,,,
1417258800,85.71574771,,,,,,,
1417262400,36.43665819,,,,,,,
1417266000,-31.9390281,,,,,,,
1417269600,-106.3127404,,,,,,,
1417273200,-145.8130311,,,,,,,
1417276800,-126.2978752,,,,,,,
1417280400,-84.54847262,,,,,,,
1417284000,-38.03174375,,,,,,,
1417287600,36.72626752,,,,,,,
1417291200,91.95503925,,,,,,,
1417294800,85.23293435,,,,,,,
1417298400,63.84129576,,,,,,,
1417302000,8.086583672,,,,,,,
1417305600,-71.41223247,,,,,,,
1417309200,-145.2496988,,,,,,,
1417312800,-197.3367713,,,,,,,
1417316400,-205.0143583,,,,,,,
1417320000,-186.3748322,,,,,,,
1417323600,-95.40025196,,,,,,,
1417327200,1.565504725,,,,,,,
1417330800,85.36902842,,,,,,,
1417334400,150.6331234,,,,,,,
1417338000,208.3460426,,,,,,,
1417341600,191.5561036,,,,,,,
1417345200,160.0417626,,,,,,,
1417348800,64.35897159,,,,,,,
1417352400,6.323192412,,,,,,,
1417356000,-74.16697405,,,,,,,
1417359600,-96.1299569,,,,,,,
1417363200,-78.69331542,,,,,,,
1417366800,-47.1713763,,,,,,,
1417370400,9.348916258,,,,,,,
1417374000,85.66804896,,,,,,,
1417377600,117.4790937,,,,,,,
1417381200,142.6636425,,,,,,,
1417384800,114.6854098,,,,,,,
1417388400,56.03250245,,,,,,,
1417392000,-37.4055244,,,,,,,
1417395600,-109.0718309,,,,,,,
1417399200,-146.8928945,,,,,,,
1417402800,-153.2129688,,,,,,,
1417406400,-122.3380073,,,,,,,
1417410000,-67.67467836,,,,,,,
1417413600,47.58183945,,,,,,,
1417417200,133.4049282,,,,,,,
1417420800,200.7798156,,,,,,,
1417424400,239.8145761,,,,,,,
1417428000,248.2181109,,,,,,,
1417431600,195.2631255,,,,,,,
1417435200,107.671272,,,,,,,
1417438800,30.00377124,,,,,,,
1417442400,-24.43399234,,,,,,,
1417446000,-67.55104168,,,,,,,
1417449600,-45.9801107,,,,,,,
1417453200,3.345599424,,,,,,,
1417456800,60.73984417,,,,,,,
1417460400,130.1864985,,,,,,,
1417464000,154.2596854,,,,,,,
1417467600,170.84045,,,,,,,
1417471200,135.7640109,,,,,,,
1417474800,85.20850531,,,,,,,
1417478400,-4.64414386,,,,,,,
1417482000,-72.91650521,,,,,,,
1417485600,-135.6120447,,,,,,,
1417489200,-146.4118196,,,,,,,
1417492800,-126.477853,,,,,,,
1417496400,-42.50772302,,,,,,,
1417500000,40.65738513,,,,,,,
1417503600,139.1537138,,,,,,,
1417507200,224.9248984,,,,,,,
1417510800,239.3258323,,,,,,,
1417514400,238.8819037,,,,,,,
1417518000,186.1336094,,,,,,,
1417521600,116.2501884,,,,,,,
1417525200,41.83030449,,,,,,,
1417528800,-35.06944938,,,,,,,
1417532400,-68.63188714,,,,,,,
1417536000,-49.32857275,,,,,,,
1417539600,-19.56323748,,,,,,,
1417543200,52.59142245,,,,,,,
1417546800,97.68282872,,,,,,,
1417550400,157.9564909,,,,,,,
1417554000,166.373292,,,,,,,
1417557600,128.6857738,,,,,,,
1417561200,56.42329906,,,,,,,
1417564800,-19.66761792,,,,,,,
1417568400,-104.3791736,,,,,,,
1417572000,-163.1701234,,,,,,,
1417575600,-165.2198881,,,,,,,
1417579200,-132.5751578,,,,,,,
1417582800,-60.92284874,,,,,,,
1417586400,7.414023475,,,,,,,
1417590000,121.7119163,,,,,,,
1417593600,185.6382583,,,,,,,
1417597200,214.8794361,,,,,,,
1417600800,201.1721847,,,,,,,
1417604400,155.4433628,,,,,,,
1417608000,80.59543276,,,,,,,
1417611600,-6.530578227,,,,,,,
1417615200,-70.59560924,,,,,,,
1417618800,-102.8633272,,,,,,,
1417622400,-104.2494139,,,,,,,
1417626000,-47.4821896,,,,,,,
1417629600,-6.424640025,,,,,,,
1417633200,57.25033964,,,,,,,
1417636800,85.43298942,,,,,,,
1417640400,111.1872806,,,,,,,
1417644000,72.28820116,,,,,,,
1417647600,5.494279201,,,,,,,
1417651200,-78.76044777,,,,,,,
1417654800,-159.2445521,,,,,,,
1417658400,-193.8914304,,,,,,,
1417662000,-225.4892009,,,,,,,
1417665600,-190.936269,,,,,,,
1417669200,-117.6849053,,,,,,,
1417672800,-42.01755486,,,,,,,
1417676400,93.97323293,,,,,,,
1417680000,128.223613,,,,,,,
1417683600,177.7707538,,,,,,,
1417687200,169.3166916,,,,,,,
1417690800,100.2101029,,,,,,,
1417694400,41.07358319,,,,,,,
1417698000,-50.89855177,,,,,,,
1417701600,-116.3181608,,,,,,,
1417705200,-173.1049777,,,,,,,
1417708800,-139.670629,,,,,,,
1417712400,-93.31403653,,,,,,,
1417716000,-34.13738512,,,,,,,
1417719600,22.859466,,,,,,,
1417723200,66.42546199,,,,,,,
1417726800,66.82374258,,,,,,,
1417730400,36.62773837,,,,,,,
1417734000,-29.15797428,,,,,,,
1417737600,-115.1748412,,,,,,,
1417741200,-195.9287066,,,,,,,
1417744800,-225.3458096,,,,,,,
1417748400,-252.3259811,,,,,,,
1417752000,-212.1994757,,,,,,,
1417755600,-156.1889078,,,,,,,
1417759200,-61.91726884,,,,,,,
1417762800,41.86063823,,,,,,,
1417766400,106.4850409,,,,,,,
1417770000,134.0396163,,,,,,,
1417773600,131.5256024,,,,,,,
1417777200,72.61544916,,,,,,,
1417780800,8.001616096,,,,,,,
1417784400,-78.37806896,,,,,,,
1417788000,-134.6656064,,,,,,,
1417791600,-178.6506451,,,,,,,
1417795200,-176.1084996,,,,,,,
1417798800,-116.1583349,,,,,,,
1417802400,-65.77797755,,,,,,,
1417806000,9.782411127,,,,,,,
1417809600,45.03386436,,,,,,,
1417813200,73.77571627,,,,,,,
1417816800,38.91360364,,,,,,,
1417820400,-45.13652796,,,,,,,
1417824000,-108.0415014,,,,,,,
1417827600,-172.2382036,,,,,,,
1417831200,-218.6611788,,,,,,,
1417834800,-239.556071,,,,,,,
1417838400,-214.3758764,,,,,,,
1417842000,-138.8878572,,,,,,,
1417845600,-47.68527668,,,,,,,
1417849200,59.62847338,,,,,,,
1417852800,125.929462,,,,,,,
1417856400,159.083752,,,,,,,
1417860000,148.6891173,,,,,,,
1417863600,104.8097527,,,,,,,
1417867200,38.63617734,,,,,,,
1417870800,-57.50372649,,,,,,,
1417874400,-107.2229016,,,,,,,
1417878000,-135.1104795,,,,,,,
1417881600,-139.2193905,,,,,,,
1417885200,-89.47037937,,,,,,,
1417888800,-22.86131652,,,,,,,
1417892400,42.43717546,,,,,,,
1417896000,84.82447346,,,,,,,
1417899600,107.2792338,,,,,,,
1417903200,76.43401446,,,,,,,
1417906800,0.63239572,,,,,,,
1417910400,-77.05384244,,,,,,,
1417914000,-152.4385728,,,,,,,
1417917600,-199.0146015,,,,,,,
1417921200,-218.3210399,,,,,,,
1417924800,-150.2708067,,,,,,,
1417928400,-105.9935224,,,,,,,
1417932000,-11.76644055,,,,,,,
1417935600,83.86138598,,,,,,,
1417939200,170.4156796,,,,,,,
1417942800,217.3350389,,,,,,,
1417946400,216.9974489,,,,,,,
1417950000,157.3070751,,,,,,,
1417953600,77.80063515,,,,,,,
1417957200,-7.866259928,,,,,,,
1417960800,-50.50015659,,,,,,,
1417964400,-108.0754369,,,,,,,
1417968000,-85.82444336,,,,,,,
1417971600,-33.69571221,,,,,,,
1417975200,26.5935082,,,,,,,
1417978800,83.21870045,,,,,,,
1417982400,137.9011739,,,,,,,
1417986000,129.429977,,,,,,,
1417989600,120.1352637,,,,,,,
1417993200,51.87841758,,,,,,,
1417996800,-19.05141495,,,,,,,
1418000400,-108.8825401,,,,,,,
1418004000,-146.4546085,,,,,,,
1418007600,-156.9933754,,,,,,,
1418011200,-111.6693229,,,,,,,
1418014800,-62.79486948,,,,,,,
1418018400,36.42964758,,,,,,,
1418022000,123.6147612,,,,,,,
1418025600,224.3012549,,,,,,,
1418029200,246.7651578,,,,,,,
1418032800,229.1448229,,,,,,,
1418036400,197.7792168,,,,,,,
1418040000,102.1265637,,,,,,,
1418043600,26.85371086,,,,,,,
1418047200,-35.16031925,,,,,,,
1418050800,-61.40518093,,,,,,,
1418054400,-67.7568902,,,,,,,
1418058000,-9.275594713,,,,,,,
1418061600,65.44528199,,,,,,,
1418065200,114.5288437,,,,,,,
1418068800,181.2174836,,,,,,,
1418072400,162.0797532,,,,,,,
1418076000,156.7893514,,,,,,,
1418079600,61.11740387,,,,,,,
1418083200,-14.96725492,,,,,,,
1418086800,-94.30319343,,,,,,,
1418090400,-140.8549889,,,,,,,
1418094000,-144.8158866,,,,,,,
1418097600,-115.5571484,,,,,,,
1418101200,-22.69542165,,,,,,,
1418104800,56.09756885,,,,,,,
1418108400,140.1962045,,,,,,,
1418112000,212.3722428,,,,,,,
1418115600,241.0500246,,,,,,,
1418119200,226.7162348,,,,,,,
1418122800,196.9740608,,,,,,,
1418126400,103.1323889,,,,,,,
1418130000,25.81234249,,,,,,,
1418133600,-34.2819526,,,,,,,
1418137200,-71.99482431,,,,,,,
1418140800,-58.09474953,,,,,,,
1418144400,-6.532504584,,,,,,,
1418148000,44.32772309,,,,,,,
1418151600,100.0990399,,,,,,,
1418155200,148.8354275,,,,,,,
1418158800,160.8503368,,,,,,,
1418162400,124.2152017,,,,,,,
1418166000,44.98744341,,,,,,,
1418169600,-30.92037581,,,,,,,
1418173200,-96.32568064,,,,,,,
1418176800,-155.0568389,,,,,,,
1418180400,-154.5938753,,,,,,,
1418184000,-108.1677804,,,,,,,
1418187600,-56.83786782,,,,,,,
1418191200,25.7428886,,,,,,,
1418194800,102.8112688,,,,,,,
1418198400,205.5800808,,,,,,,
1418202000,219.620932,,,,,,,
1418205600,208.5970202,,,,,,,
1418209200,161.2252514,,,,,,,
1418212800,74.50108223,,,,,,,
1418216400,-13.3071536,,,,,,,
1418220000,-64.9445756,,,,,,,
1418223600,-119.490898,,,,,,,
1418227200,-113.2904427,,,,,,,
1418230800,-48.24108793,,,,,,,
1418234400,-3.518267717,,,,,,,
1418238000,45.27201156,,,,,,,
1418241600,110.6039069,,,,,,,
1418245200,106.3799868,,,,,,,
1418248800,82.11411999,,,,,,,
1418252400,12.29607706,,,,,,,
1418256000,-69.79630478,,,,,,,
1418259600,-154.3811581,,,,,,,
1418263200,-221.5893797,,,,,,,
1418266800,-221.6330481,,,,,,,
1418270400,-178.4176472,,,,,,,
1418274000,-138.2408468,,,,,,,
1418277600,-26.87042797,,,,,,,
1418281200,73.33605363,,,,,,,
1418284800,141.5524892,,,,,,,
1418288400,173.5146539,,,,,,,
1418292000,173.5454772,,,,,,,
1418295600,99.93915626,,,,,,,
1418299200,37.61477749,,,,,,,
1418302800,-54.64026035,,,,,,,
1418306400,-124.6392811,,,,,,,
1418310000,-152.8072911,,,,,,,
1418313600,-151.2389773,,,,,,,
1418317200,-105.7930698,,,,,,,
1418320800,-22.08650916,,,,,,,
1418324400,18.01633969,,,,,,,
1418328000,65.26744485,,,,,,,
1418331600,68.52176895,,,,,,,
1418335200,45.36550733,,,,,,,
1418338800,-21.04063578,,,,,,,
1418342400,-127.7375507,,,,,,,
1418346000,-184.7794123,,,,,,,
1418349600,-219.9753954,,,,,,,
1418353200,-247.0942064,,,,,,,
1418356800,-217.2955432,,,,,,,
1418360400,-159.2692811,,,,,,,
1418364000,-55.26642604,,,,,,,
1418367600,33.99794661,,,,,,,
1418371200,109.4760123,,,,,,,
1418374800,145.7947341,,,,,,,
1418378400,138.2603908,,,,,,,
1418382000,80.57446266,,,,,,,
1418389200,-83.61660493,,,,,,,
1418392800,-134.7401791,,,,,,,
1418396400,-172.8968425,,,,,,,
1418400000,-154.4145272,,,,,,,
1418403600,-112.2069324,,,,,,,
1418407200,-56.77486335,,,,,,,
1418410800,-3.644540716,,,,,,,
1418414400,45.32098153,,,,,,,
1418418000,66.61995736,,,,,,,
1418421600,47.6002515,,,,,,,
1418425200,-24.41122692,,,,,,,
1418428800,-132.8348738,,,,,,,
1418432400,-181.3261464,,,,,,,
1418436000,-238.3601199,,,,,,,
1418439600,-246.2183076,,,,,,,
1418443200,-231.7796227,,,,,,,
1418446800,-141.663833,,,,,,,
1418450400,-55.04425905,,,,,,,
1418454000,49.03487776,,,,,,,
1418457600,118.1403833,,,,,,,
1418461200,167.0963054,,,,,,,
1418464800,170.9144273,,,,,,,
1418468400,104.5538487,,,,,,,
1418472000,22.21851905,,,,,,,
1418475600,-60.21173559,,,,,,,
1418479200,-109.5469461,,,,,,,
1418482800,-132.4299299,,,,,,,
1418486400,-134.99153,,,,,,,
1418490000,-116.263034,,,,,,,
1418493600,-9.7223223,,,,,,,
1418497200,59.18883377,,,,,,,
1418500800,81.51402414,,,,,,,
1418504400,112.5653364,,,,,,,
1418508000,74.98581283,,,,,,,
1418511600,-14.86000819,,,,,,,
1418515200,-60.59734486,,,,,,,
1418522400,-202.6702037,,,,,,,
1418526000,-203.4986279,,,,,,,
1418529600,-176.6394976,,,,,,,
1418533200,-101.4740692,,,,,,,
1418536800,-10.49034326,,,,,,,
1418540400,86.54236391,,,,,,,
1418544000,160.3812526,,,,,,,
1418547600,215.1486698,,,,,,,
1418551200,202.6674738,,,,,,,
1418554800,145.2164619,,,,,,,
1418558400,64.29998113,,,,,,,
1418562000,-1.041637621,,,,,,,
1418565600,-53.25716451,,,,,,,
1418569200,-93.80947393,,,,,,,
1418572800,-94.1232161,,,,,,,
1418576400,-38.77065313,,,,,,,
1418580000,35.52058315,,,,,,,
1418583600,94.44642337,,,,,,,
1418587200,137.0458159,,,,,,,
1418590800,138.5004437,,,,,,,
1418594400,112.5164999,,,,,,,
1418598000,49.30324979,,,,,,,
1418601600,-30.23828353,,,,,,,
1418605200,-97.92150932,,,,,,,
1418608800,-144.3681869,,,,,,,
1418612400,-148.1524826,,,,,,,
1418616000,-153.0789702,,,,,,,
1418619600,-54.78020855,,,,,,,
1418623200,35.12958238,,,,,,,
1418626800,139.6476334,,,,,,,
1418630400,231.2272699,,,,,,,
1418634000,234.1995938,,,,,,,
1418637600,235.1313484,,,,,,,
1418641200,197.2991328,,,,,,,
1418644800,104.7507366,,,,,,,
1418648400,37.78095108,,,,,,,
1418652000,-34.96876777,,,,,,,
1418655600,-54.69740841,,,,,,,
1418659200,-74.79958278,,,,,,,
1418662800,1.447600578,,,,,,,
1418666400,36.53283172,,,,,,,
1418670000,118.4338451,,,,,,,
1418673600,150.6645738,,,,,,,
1418677200,162.4294065,,,,,,,
1418680800,139.9001526,,,,,,,
1418684400,70.10508376,,,,,,,
1418688000,-15.68351529,,,,,,,
1418691600,-90.93757166,,,,,,,
1418695200,-143.5128509,,,,,,,
1418698800,-153.9693286,,,,,,,
1418702400,-128.9052341,,,,,,,
1418706000,-36.44206533,,,,,,,
1418709600,48.60447484,,,,,,,
1418713200,141.6904869,,,,,,,
1418716800,206.0343727,,,,,,,
1418720400,268.9393418,,,,,,,
1418724000,245.9365199,,,,,,,
1418727600,187.0453777,,,,,,,
1418731200,110.8416734,,,,,,,
1418734800,24.35864869,,,,,,,
1418738400,-45.3756703,,,,,,,
1418742000,-66.38323104,,,,,,,
1418745600,-79.60477633,,,,,,,
1418749200,-23.08900468,,,,,,,
1418752800,38.20206793,,,,,,,
1418756400,109.1567216,,,,,,,
1418760000,159.4806943,,,,,,,
1418763600,163.0795314,,,,,,,
1418767200,145.1841305,,,,,,,
1418770800,51.18980144,,,,,,,
1418774400,-15.67928916,,,,,,,
1418778000,-93.90483037,,,,,,,
1418781600,-150.811946,,,,,,,
1418785200,-169.1934972,,,,,,,
1418788800,-131.4984997,,,,,,,
1418792400,-75.44177378,,,,,,,
1418796000,15.61845435,,,,,,,
1418799600,123.0297501,,,,,,,
1418803200,194.7624433,,,,,,,
1418806800,230.1079565,,,,,,,
1418810400,202.7754189,,,,,,,
1418814000,145.0616273,,,,,,,
1418817600,79.95265304,,,,,,,
1418821200,-8.160667457,,,,,,,
1418824800,-66.5366643,,,,,,,
1418828400,-109.0010524,,,,,,,
1418832000,-118.5651553,,,,,,,
1418835600,-60.51957696,,,,,,,
1418839200,-6.174465504,,,,,,,
1418842800,56.00565521,,,,,,,
1418846400,96.08942822,,,,,,,
1418850000,127.7103904,,,,,,,
1418853600,63.14342537,,,,,,,
1418857200,9.94713255,,,,,,,
1418860800,-78.91496123,,,,,,,
1418864400,-156.7073816,,,,,,,
1418868000,-206.3884207,,,,,,,
1418871600,-200.8904057,,,,,,,
1418875200,-190.1220793,,,,,,,
1418878800,-114.7481385,,,,,,,
1418882400,-27.00742786,,,,,,,
1418886000,64.42590912,,,,,,,
1418889600,129.1677483,,,,,,,
1418893200,161.1004873,,,,,,,
1418896800,174.2603359,,,,,,,
1418900400,84.87362885,,,,,,,
1418904000,38.66810997,,,,,,,
1418907600,-57.35424084,,,,,,,
1418911200,-130.6652149,,,,,,,
1418914800,-148.8026989,,,,,,,
1418918400,-138.5390725,,,,,,,
1418922000,-115.0844186,,,,,,,
1418925600,-43.37360372,,,,,,,
1418929200,24.79542811,,,,,,,
1418932800,69.28491917,,,,,,,
1418936400,75.67320836,,,,,,,
1418940000,41.17785546,,,,,,,
1418943600,-31.63581804,,,,,,,
1418947200,-130.5765896,,,,,,,
1418950800,-171.9498133,,,,,,,
1418954400,-245.7623385,,,,,,,
1418958000,-247.6794817,,,,,,,
1418961600,-215.9002492,,,,,,,
1418965200,-177.6712233,,,,,,,
1418968800,-49.54008429,,,,,,,
1418972400,51.24803635,,,,,,,
1418976000,107.2287969,,,,,,,
1418979600,153.0953185,,,,,,,
1418983200,143.2480183,,,,,,,
1418986800,65.74757941,,,,,,,
1418990400,22.67772728,,,,,,,
1418994000,-85.74622803,,,,,,,
1418997600,-139.8267587,,,,,,,
1419001200,-167.2234271,,,,,,,
1419004800,-174.3475159,,,,,,,
1419008400,-116.9272938,,,,,,,
1419012000,-76.47856888,,,,,,,
1419015600,7.926345844,,,,,,,
1419019200,52.6825537,,,,,,,
1419022800,76.25542793,,,,,,,
1419026400,24.82798036,,,,,,,
1419030000,-41.68799766,,,,,,,
1419033600,-104.6896853,,,,,,,
1419037200,-181.1364079,,,,,,,
1419040800,-226.7488117,,,,,,,
1419044400,-244.5441333,,,,,,,
1419048000,-214.267918,,,,,,,
1419051600,-135.3430208,,,,,,,
1419055200,-32.68107703,,,,,,,
1419058800,51.99435508,,,,,,,
1419062400,132.2473781,,,,,,,
1419066000,177.6797541,,,,,,,
1419069600,136.0867701,,,,,,,
1419073200,99.85684026,,,,,,,
1419076800,32.45603927,,,,,,,
1419080400,-44.72898311,,,,,,,
1419084000,-99.75433243,,,,,,,
1419087600,-145.5706866,,,,,,,
1419091200,-128.6434651,,,,,,,
1419094800,-83.37512755,,,,,,,
1419098400,-24.88693041,,,,,,,
1419102000,36.71218118,,,,,,,
1419105600,78.38309871,,,,,,,
1419109200,116.4042821,,,,,,,
1419112800,66.15292345,,,,,,,
1419116400,5.132663961,,,,,,,
1419120000,-69.78749614,,,,,,,
1419123600,-151.3982749,,,,,,,
1419127200,-200.9048835,,,,,,,
1419130800,-221.2028314,,,,,,,
1419134400,-155.5448903,,,,,,,
1419138000,-111.0828396,,,,,,,
1419141600,2.054094725,,,,,,,
1419145200,111.0735437,,,,,,,
1419148800,171.8325972,,,,,,,
1419152400,223.8854848,,,,,,,
1419156000,199.0489441,,,,,,,
1419159600,146.602104,,,,,,,
1419163200,72.00318573,,,,,,,
1419166800,-2.095916217,,,,,,,
1419170400,-70.10308706,,,,,,,
1419174000,-82.35633394,,,,,,,
1419177600,-94.51782238,,,,,,,
1419181200,-38.77489441,,,,,,,
1419184800,21.93476074,,,,,,,
1419188400,98.61958174,,,,,,,
1419192000,130.4286727,,,,,,,
1419195600,139.1908907,,,,,,,
1419199200,115.5427022,,,,,,,
1419202800,58.81902416,,,,,,,
1419206400,-34.02038448,,,,,,,
1419210000,-110.4090197,,,,,,,
1419213600,-160.6245736,,,,,,,
1419217200,-174.0570687,,,,,,,
1419220800,-119.8501612,,,,,,,
1419224400,-60.88634735,,,,,,,
1419228000,51.02329254,,,,,,,
1419231600,142.279583,,,,,,,
1419235200,204.7327922,,,,,,,
1419238800,234.6238407,,,,,,,
1419242400,229.6994172,,,,,,,
1419246000,190.2104206,,,,,,,
1419249600,108.995583,,,,,,,
1419253200,28.29547428,,,,,,,
1419256800,-31.7388789,,,,,,,
1419260400,-74.26510509,,,,,,,
1419264000,-43.47855592,,,,,,,
1419267600,-29.45043792,,,,,,,
1419271200,56.57028461,,,,,,,
1419274800,121.9821049,,,,,,,
1419278400,155.3342798,,,,,,,
1419282000,161.2611927,,,,,,,
1419285600,140.5357895,,,,,,,
1419289200,62.62476614,,,,,,,
1419292800,-10.55657669,,,,,,,
1419296400,-101.3705231,,,,,,,
1419300000,-146.1145256,,,,,,,
1419303600,-142.5840366,,,,,,,
1419307200,-106.6667027,,,,,,,
1419310800,-49.95903002,,,,,,,
1419314400,56.56629585,,,,,,,
1419318000,159.4544588,,,,,,,
1419321600,222.3214306,,,,,,,
1419325200,251.9874283,,,,,,,
1419328800,236.0790237,,,,,,,
1419332400,191.596099,,,,,,,
1419336000,113.8564783,,,,,,,
1419339600,12.44916502,,,,,,,
1419343200,-41.14439739,,,,,,,
1419346800,-67.84124093,,,,,,,
1419350400,-57.38579904,,,,,,,
1419354000,-18.40887727,,,,,,,
1419357600,24.1973946,,,,,,,
1419361200,116.8997961,,,,,,,
1419364800,156.1097587,,,,,,,
1419368400,155.6684898,,,,,,,
1419372000,113.5790611,,,,,,,
1419375600,52.11639506,,,,,,,
1419379200,-28.09161521,,,,,,,
1419382800,-105.5202588,,,,,,,
1419386400,-151.8903546,,,,,,,
1419390000,-172.2796466,,,,,,,
1419393600,-144.9264614,,,,,,,
1419397200,-63.66467065,,,,,,,
1419400800,21.37412368,,,,,,,
1419404400,118.0758572,,,,,,,
1419408000,184.017364,,,,,,,
1419411600,223.1188926,,,,,,,
1419415200,205.1250781,,,,,,,
1419418800,158.3835956,,,,,,,
1419422400,68.05947863,,,,,,,
1419426000,-19.68926664,,,,,,,
1419429600,-65.2849498,,,,,,,
1419433200,-106.6535069,,,,,,,
1419436800,-109.6700718,,,,,,,
1419440400,-57.85320171,,,,,,,
1419444000,-2.24106204,,,,,,,
1419447600,66.64420085,,,,,,,
1419451200,109.3119778,,,,,,,
1419454800,95.29073535,,,,,,,
