Date,Value,,,,,,
1417204800,-424.2107035,,,,,,
1417208400,-472.2997609,,,,,,
1417212000,-544.8830404,,,,,,
1417215600,-599.6176754,,,,,,
1417219200,-706.9909612,,,,,,
1417222800,-776.7948112,,,,,,
1417226400,-883.2433609,,,,,,
1417230000,-861.1746616,,,,,,
1417233600,-790.066006,,,,,,
1417237200,-670.9574265,,,,,,
1417240800,-548.8108826,,,,,,
1417244400,-398.6337387,,,,,,
1417248000,-268.9331286,,,,,,
1417251600,-221.4980345,,,,,,
1417255200,-229.0630671,,,,,,
1417258800,-235.0795054,,,,,,
1417262400,-375.9052683,,,,,,
1417266000,-476.7494484,,,,,,
1417269600,-566.6662026,,,,,,
1417273200,-626.0217713,,,,,,
1417276800,-677.4913047,,,,,,
1417280400,-582.0605898,,,,,,
1417284000,-510.734909,,,,,,
1417287600,-462.4361043,,,,,,
1417291200,-448.6925769,,,,,,
1417294800,-505.7781388,,,,,,
1417298400,-517.8409265,,,,,,
1417302000,-583.0664971,,,,,,
1417305600,-668.6053812,,,,,,
1417309200,-750.8772614,,,,,,
1417312800,-910.1521437,,,,,,
1417316400,-824.3492923,,,,,,
1417320000,-772.6132681,,,,,,
1417323600,-698.0560691,,,,,,
1417327200,-522.6691973,,,,,,
1417330800,-333.554007,,,,,,
1417334400,-241.6136612,,,,,,
1417338000,-153.1722958,,,,,,
1417341600,-150.5209945,,,,,,
1417345200,-216.523604,,,,,,
1417348800,-322.8530141,,,,,,
1417352400,-423.4234942,,,,,,
1417356000,-517.2410468,,,,,,
1417359600,-609.0623641,,,,,,
1417363200,-586.8830776,,,,,,
1417366800,-566.5833525,,,,,,
1417370400,-466.9774027,,,,,,
1417374000,-431.4068532,,,,,,
1417377600,-411.9481976,,,,,,
1417381200,-397.1158217,,,,,,
1417384800,-431.3728343,,,,,,
1417388400,-528.010286,,,,,,
1417392000,-694.6108517,,,,,,
1417395600,-816.2283982,,,,,,
1417399200,-826.9672484,,,,,,
1417402800,-834.2607385,,,,,,
1417406400,-794.8304999,,,,,,
1417410000,-612.7269112,,,,,,
1417413600,-494.6341929,,,,,,
1417417200,-330.254185,,,,,,
1417420800,-251.8503666,,,,,,
1417424400,-153.798127,,,,,,
1417428000,-97.23090092,,,,,,
1417431600,-192.8785861,,,,,,
1417435200,-270.4801018,,,,,,
1417438800,-383.2904131,,,,,,
1417442400,-472.9812655,,,,,,
1417446000,-541.2324495,,,,,,
1417449600,-550.6241905,,,,,,
1417453200,-588.1850603,,,,,,
1417456800,-455.5478996,,,,,,
1417460400,-445.6248842,,,,,,
1417464000,-433.996386,,,,,,
1417467600,-380.6495446,,,,,,
1417471200,-459.9756172,,,,,,
1417474800,-565.4142469,,,,,,
1417478400,-678.1291245,,,,,,
1417482000,-717.7240231,,,,,,
1417485600,-845.9348728,,,,,,
1417489200,-809.6956038,,,,,,
1417492800,-787.9850267,,,,,,
1417496400,-673.8610584,,,,,,
1417500000,-484.9446216,,,,,,
1417503600,-342.7141941,,,,,,
1417507200,-272.3315245,,,,,,
1417510800,-225.9861964,,,,,,
1417514400,-207.9684686,,,,,,
1417518000,-296.3375694,,,,,,
1417521600,-323.203905,,,,,,
1417525200,-529.7638604,,,,,,
1417528800,-583.7641314,,,,,,
1417532400,-654.0264692,,,,,,
1417536000,-639.7606342,,,,,,
1417539600,-619.4642702,,,,,,
1417543200,-572.0226196,,,,,,
1417546800,-499.1350091,,,,,,
1417550400,-479.3398524,,,,,,
1417554000,-487.8651418,,,,,,
1417557600,-532.1248648,,,,,,
1417561200,-658.8843886,,,,,,
1417564800,-789.8029372,,,,,,
1417568400,-903.6566756,,,,,,
1417572000,-942.5099333,,,,,,
1417575600,-963.2820024,,,,,,
1417579200,-868.7449825,,,,,,
1417582800,-829.2450382,,,,,,
1417586400,-658.5963016,,,,,,
1417590000,-525.0611433,,,,,,
1417593600,-380.9544614,,,,,,
1417597200,-360.9766017,,,,,,
1417600800,-332.0428815,,,,,,
1417604400,-423.6436299,,,,,,
1417608000,-514.6518339,,,,,,
1417611600,-611.97531,,,,,,
1417615200,-762.2954818,,,,,,
1417618800,-783.9044839,,,,,,
1417622400,-850.2631054,,,,,,
1417626000,-824.7280281,,,,,,
1417629600,-794.2957867,,,,,,
1417633200,-699.5763098,,,,,,
1417636800,-632.3092568,,,,,,
1417640400,-738.8107177,,,,,,
1417644000,-745.5353868,,,,,,
1417647600,-866.0173859,,,,,,
1417651200,-1001.74149,,,,,,
1417654800,-1110.653812,,,,,,
1417658400,-1150.818014,,,,,,
1417662000,-1110.516517,,,,,,
1417665600,-1087.447849,,,,,,
1417669200,-975.2710124,,,,,,
1417672800,-857.5802637,,,,,,
1417676400,-716.9148041,,,,,,
1417680000,-583.8280724,,,,,,
1417683600,-559.770929,,,,,,
1417687200,-506.1677836,,,,,,
1417690800,-546.590473,,,,,,
1417694400,-702.5174455,,,,,,
1417698000,-870.6358703,,,,,,
1417701600,-987.3341598,,,,,,
1417705200,-1082.554704,,,,,,
1417708800,-1003.75683,,,,,,
1417712400,-982.1926113,,,,,,
1417716000,-907.8279114,,,,,,
1417719600,-858.2038729,,,,,,
1417723200,-822.0032013,,,,,,
1417726800,-849.396869,,,,,,
1417730400,-890.5162083,,,,,,
1417734000,-1008.59217,,,,,,
1417737600,-1159.760129,,,,,,
1417741200,-1260.780072,,,,,,
1417744800,-1337.049285,,,,,,
1417748400,-1274.073298,,,,,,
1417752000,-1251.484302,,,,,,
1417755600,-1153.952287,,,,,,
1417759200,-983.3435426,,,,,,
1417762800,-863.7227858,,,,,,
1417766400,-813.4528299,,,,,,
1417770000,-632.7396376,,,,,,
1417773600,-719.5991493,,,,,,
1417777200,-758.7847119,,,,,,
1417780800,-875.1715839,,,,,,
1417784400,-959.0517169,,,,,,
1417788000,-1032.457041,,,,,,
1417791600,-1084.439001,,,,,,
1417795200,-1116.003389,,,,,,
1417798800,-1053.855805,,,,,,
1417802400,-1031.273951,,,,,,
1417806000,-971.3308045,,,,,,
1417809600,-959.1930026,,,,,,
1417813200,-959.2442648,,,,,,
1417816800,-980.708415,,,,,,
1417820400,-1123.577662,,,,,,
1417824000,-1191.764856,,,,,,
1417827600,-1332.283678,,,,,,
1417831200,-1363.233555,,,,,,
1417834800,-1385.856709,,,,,,
1417838400,-1269.187566,,,,,,
1417842000,-1208.042476,,,,,,
1417845600,-1029.920228,,,,,,
1417849200,-901.7637995,,,,,,
1417852800,-817.3118975,,,,,,
1417856400,-726.0524138,,,,,,
1417860000,-732.2116586,,,,,,
1417863600,-788.4995216,,,,,,
1417867200,-891.1145329,,,,,,
1417870800,-947.9210526,,,,,,
1417874400,-1104.124557,,,,,,
1417878000,-1126.691585,,,,,,
1417881600,-1066.234598,,,,,,
1417885200,-1114.826422,,,,,,
1417888800,-1005.872151,,,,,,
1417892400,-1033.703751,,,,,,
1417896000,-964.8117454,,,,,,
1417899600,-916.2462802,,,,,,
1417903200,-956.0984004,,,,,,
1417906800,-1119.84422,,,,,,
1417910400,-1257.775322,,,,,,
1417914000,-1242.294993,,,,,,
1417917600,-1352.400153,,,,,,
1417921200,-1345.700661,,,,,,
1417924800,-1307.444426,,,,,,
1417928400,-1116.823257,,,,,,
1417932000,-1035.838269,,,,,,
1417935600,-831.1969175,,,,,,
1417939200,-736.3753202,,,,,,
1417942800,-660.6976004,,,,,,
1417946400,-665.6863432,,,,,,
1417950000,-736.8549169,,,,,,
1417953600,-803.8079844,,,,,,
1417957200,-915.4972903,,,,,,
1417960800,-987.2016844,,,,,,
1417964400,-1043.632959,,,,,,
1417968000,-1059.984612,,,,,,
1417971600,-1030.949008,,,,,,
1417975200,-958.3366972,,,,,,
1417978800,-873.8396337,,,,,,
1417982400,-897.1229088,,,,,,
1417986000,-899.1168488,,,,,,
1417989600,-935.7401675,,,,,,
1417993200,-1039.277013,,,,,,
1417996800,-563.9761436,,,,,,
1418000400,-1244.058955,,,,,,
1418004000,-1332.587425,,,,,,
1418007600,-1340.167149,,,,,,
1418011200,-1258.54926,,,,,,
1418014800,-1133.860695,,,,,,
1418018400,-959.3778069,,,,,,
1418022000,-831.5108813,,,,,,
1418025600,-685.2183905,,,,,,
1418029200,-621.2806645,,,,,,
1418032800,-638.5691987,,,,,,
1418036400,-681.4380832,,,,,,
1418040000,-827.6964273,,,,,,
1418043600,-904.833702,,,,,,
1418047200,-1035.217293,,,,,,
1418050800,-1052.390374,,,,,,
1418054400,-1106.6877,,,,,,
1418058000,-1042.086437,,,,,,
1418061600,-976.8741426,,,,,,
1418065200,-985.2422298,,,,,,
1418068800,-937.7573441,,,,,,
1418072400,-904.4137584,,,,,,
1418076000,-903.8871513,,,,,,
1418079600,-1055.733105,,,,,,
1418083200,-1227.025509,,,,,,
1418086800,-1246.53117,,,,,,
1418090400,-1324.771436,,,,,,
1418094000,-1353.504836,,,,,,
1418097600,-1275.363619,,,,,,
1418101200,-1121.93619,,,,,,
1418104800,-1044.957008,,,,,,
1418108400,-850.8742937,,,,,,
1418112000,-736.3540613,,,,,,
1418115600,-708.6933452,,,,,,
1418119200,-733.6377774,,,,,,
1418122800,-718.3203635,,,,,,
1418126400,-866.2797753,,,,,,
1418130000,-951.9896024,,,,,,
1418133600,-1066.583218,,,,,,
1418137200,-1097.694698,,,,,,
1418140800,-1140.63249,,,,,,
1418144400,-1122.615173,,,,,,
1418148000,-1096.139988,,,,,,
1418151600,-1053.646274,,,,,,
1418155200,-965.1705163,,,,,,
1418158800,-1059.023622,,,,,,
1418162400,-1126.771968,,,,,,
1418166000,-1193.883816,,,,,,
1418169600,-1285.60568,,,,,,
1418173200,-1405.192671,,,,,,
1418176800,-1477.171049,,,,,,
1418180400,-1464.613031,,,,,,
1418184000,-1388.662746,,,,,,
1418187600,-1341.819899,,,,,,
1418191200,-1136.49909,,,,,,
1418194800,-1020.943433,,,,,,
1418198400,-919.5152991,,,,,,
1418202000,-900.3681458,,,,,,
1418205600,-788.684252,,,,,,
1418209200,-925.2936818,,,,,,
1418212800,-995.4174391,,,,,,
1418216400,-1164.578033,,,,,,
1418220000,-1236.311398,,,,,,
1418223600,-1298.643043,,,,,,
1418227200,-1317.644359,,,,,,
1418230800,-1264.213038,,,,,,
1418234400,-1246.000879,,,,,,
1418238000,-1156.831371,,,,,,
1418241600,-1201.740127,,,,,,
1418245200,-1205.424894,,,,,,
1418248800,-1233.527306,,,,,,
1418252400,-1382.602531,,,,,,
1418256000,-1473.837378,,,,,,
1418259600,-1564.433869,,,,,,
1418263200,-1677.988715,,,,,,
1418266800,-1623.221095,,,,,,
1418270400,-1636.909672,,,,,,
1418274000,-1534.816858,,,,,,
1418277600,-1375.494774,,,,,,
1418281200,-1206.670224,,,,,,
1418284800,-1125.417793,,,,,,
1418288400,-1057.238956,,,,,,
1418292000,-1035.674084,,,,,,
1418295600,-1122.07004,,,,,,
1418299200,-1222.809185,,,,,,
1418302800,-1354.048802,,,,,,
1418306400,-1512.101611,,,,,,
1418310000,-1487.897183,,,,,,
1418313600,-1475.578279,,,,,,
1418317200,-1514.945806,,,,,,
1418320800,-1474.595719,,,,,,
1418324400,-1389.081471,,,,,,
1418328000,-1339.219614,,,,,,
1418331600,-1398.92964,,,,,,
1418335200,-1410.659488,,,,,,
1418338800,-1585.60583,,,,,,
1418342400,-1618.60096,,,,,,
1418346000,-1758.560712,,,,,,
1418349600,-1870.636568,,,,,,
1418353200,-1884.90041,,,,,,
1418356800,-1785.916522,,,,,,
1418360400,-1628.301884,,,,,,
1418364000,-1561.784776,,,,,,
1418367600,-1338.46723,,,,,,
1418371200,-1225.692065,,,,,,
1418374800,-1147.959764,,,,,,
1418378400,-1173.927188,,,,,,
1418382000,-1313.947248,,,,,,
1418385600,-1335.222433,,,,,,
1418389200,-1468.00244,,,,,,
1418392800,-1530.119774,,,,,,
1418396400,-1662.5183,,,,,,
1418400000,-1623.224557,,,,,,
1418403600,-1659.349151,,,,,,
1418407200,-1544.614439,,,,,,
1418410800,-1468.234762,,,,,,
1418414400,-1445.304619,,,,,,
1418418000,-1459.066754,,,,,,
1418421600,-1499.671799,,,,,,
1418425200,-1613.181626,,,,,,
1418428800,-1714.604299,,,,,,
1418432400,-1781.209307,,,,,,
1418436000,-1852.759398,,,,,,
1418439600,-1856.59055,,,,,,
1418443200,-1783.741904,,,,,,
1418446800,-1688.35246,,,,,,
1418450400,-1531.095824,,,,,,
1418454000,-1388.248998,,,,,,
1418457600,-1305.751986,,,,,,
1418461200,-1154.593174,,,,,,
1418464800,-1222.901056,,,,,,
1418468400,-1319.80791,,,,,,
1418472000,-1324.823149,,,,,,
1418475600,-1435.773373,,,,,,
1418479200,-1558.864852,,,,,,
1418482800,-1649.377229,,,,,,
1418486400,-1629.806746,,,,,,
1418490000,-1596.224079,,,,,,
1418493600,-1530.900558,,,,,,
1418497200,-1467.092122,,,,,,
1418500800,-1426.855951,,,,,,
1418504400,-1476.380657,,,,,,
1418508000,-1563.6323,,,,,,
1418511600,-1608.472563,,,,,,
1418515200,-1660.249332,,,,,,
1418518800,-1786.133675,,,,,,
1418522400,-1814.001956,,,,,,
1418526000,-1841.06607,,,,,,
1418529600,-1782.221129,,,,,,
1418533200,-1673.032928,,,,,,
1418536800,-1514.839455,,,,,,
1418540400,-1355.980021,,,,,,
1418544000,-1262.516375,,,,,,
1418547600,-1216.333105,,,,,,
1418551200,-1182.320473,,,,,,
1418554800,-1269.353943,,,,,,
1418558400,-1298.521326,,,,,,
1418562000,-1417.238617,,,,,,
1418565600,-1548.387243,,,,,,
1418569200,-1574.951798,,,,,,
1418572800,-1630.65829,,,,,,
1418576400,-1585.162562,,,,,,
1418580000,-1538.647647,,,,,,
1418583600,-1483.472265,,,,,,
1418587200,-1414.363618,,,,,,
1418590800,-1408.556387,,,,,,
1418594400,-1441.408664,,,,,,
1418598000,-1529.511299,,,,,,
1418601600,-1625.23716,,,,,,
1418605200,-1746.929967,,,,,,
1418608800,-1809.031007,,,,,,
1418612400,-1814.104004,,,,,,
1418616000,-1742.289244,,,,,,
1418619600,-1612.835295,,,,,,
1418623200,-1405.565787,,,,,,
1418626800,-1337.542823,,,,,,
1418630400,-1125.980209,,,,,,
1418634000,-1135.366196,,,,,,
1418637600,-1135.846213,,,,,,
1418641200,-1195.539053,,,,,,
1418644800,-1277.081488,,,,,,
1418648400,-1438.824219,,,,,,
1418652000,-1531.959617,,,,,,
1418655600,-1528.977131,,,,,,
1418659200,-1558.786542,,,,,,
1418662800,-1571.288056,,,,,,
1418666400,-1534.445387,,,,,,
1418670000,-1416.962147,,,,,,
1418673600,-1418.439549,,,,,,
1418677200,-1409.658871,,,,,,
1418680800,-1494.850132,,,,,,
1418684400,-1572.864951,,,,,,
1418688000,-1670.390858,,,,,,
1418691600,-1809.14877,,,,,,
1418695200,-1809.457623,,,,,,
1418698800,-1840.46691,,,,,,
1418702400,-1778.645523,,,,,,
1418706000,-1641.332425,,,,,,
1418709600,-1506.539776,,,,,,
1418713200,-1400.904643,,,,,,
1418716800,-1273.156866,,,,,,
1418720400,-1259.516446,,,,,,
1418724000,-1228.121038,,,,,,
1418727600,-1253.878239,,,,,,
1418731200,-1392.896537,,,,,,
1418734800,-1469.849433,,,,,,
1418738400,-1596.36246,,,,,,
1418742000,-1673.392558,,,,,,
1418745600,-1717.926224,,,,,,
1418749200,-1619.964881,,,,,,
1418752800,-1632.667886,,,,,,
1418756400,-1558.339359,,,,,,
1418760000,-1505.147232,,,,,,
1418763600,-1501.007932,,,,,,
1418767200,-1641.679567,,,,,,
1418770800,-1686.497285,,,,,,
1418774400,-1810.355818,,,,,,
1418778000,-1931.461106,,,,,,
1418781600,-1954.609071,,,,,,
1418785200,-1991.611194,,,,,,
1418788800,-1959.71089,,,,,,
1418792400,-1802.163507,,,,,,
1418796000,-1698.039557,,,,,,
1418799600,-1584.137515,,,,,,
1418803200,-1409.240609,,,,,,
1418806800,-1388.389636,,,,,,
1418810400,-1330.363413,,,,,,
1418814000,-1466.800696,,,,,,
1418817600,-1564.296041,,,,,,
1418821200,-1702.062353,,,,,,
1418824800,-1777.720551,,,,,,
1418828400,-1815.982667,,,,,,
1418832000,-1837.180887,,,,,,
1418835600,-1813.598597,,,,,,
1418839200,-1786.939074,,,,,,
1418842800,-1725.129693,,,,,,
1418846400,-1675.151805,,,,,,
1418850000,-1710.75383,,,,,,
1418853600,-1784.307766,,,,,,
1418857200,-1819.58952,,,,,,
1418860800,-1977.112016,,,,,,
1418864400,-2096.806739,,,,,,
1418868000,-2185.853389,,,,,,
1418871600,-2139.479759,,,,,,
1418875200,-2110.881978,,,,,,
1418878800,-1957.73979,,,,,,
1418882400,-1858.475774,,,,,,
1418886000,-1724.773801,,,,,,
1418889600,-1653.951629,,,,,,
1418893200,-1530.062727,,,,,,
1418896800,-1546.059542,,,,,,
1418900400,-1581.623452,,,,,,
1418904000,-1784.760094,,,,,,
1418907600,-2416.661669,,,,,,
1418911200,-1975.586833,,,,,,
1418914800,-1981.179618,,,,,,
1418918400,-2058.724746,,,,,,
1418922000,-2046.596807,,,,,,
1418925600,-1987.951327,,,,,,
1418929200,-1935.260009,,,,,,
1418932800,-1832.842128,,,,,,
1418936400,-1859.404152,,,,,,
1418940000,-1937.62674,,,,,,
1418943600,-2038.688195,,,,,,
1418947200,-2194.31703,,,,,,
1418950800,-2219.133329,,,,,,
1418954400,-2324.914098,,,,,,
1418958000,-2335.756446,,,,,,
1418961600,-2223.552907,,,,,,
1418965200,-2179.423541,,,,,,
1418968800,-2056.123414,,,,,,
1418972400,-1861.347292,,,,,,
1418976000,-1742.70992,,,,,,
1418979600,-1660.152315,,,,,,
1418983200,-1714.671177,,,,,,
1418986800,-1768.225091,,,,,,
1418990400,-1822.168981,,,,,,
1418994000,-1997.49402,,,,,,
1418997600,-2083.947021,,,,,,
1419001200,-2117.220501,,,,,,
1419004800,-2108.422227,,,,,,
1419008400,-2091.401459,,,,,,
1419012000,-2058.903636,,,,,,
1419015600,-2004.301576,,,,,,
1419019200,-1934.793082,,,,,,
1419022800,-1940.671847,,,,,,
1419026400,-2045.740506,,,,,,
1419030000,-2103.491455,,,,,,
1419033600,-2232.670304,,,,,,
1419037200,-2303.007492,,,,,,
1419040800,-2341.262614,,,,,,
1419044400,-2363.213331,,,,,,
1419048000,-2357.849598,,,,,,
1419051600,-2186.901713,,,,,,
1419055200,-2011.666775,,,,,,
1419058800,-1937.536699,,,,,,
1419062400,-1793.780783,,,,,,
1419066000,-1744.623865,,,,,,
1419069600,-1697.15305,,,,,,
1419073200,-1747.461608,,,,,,
1419076800,-1863.464116,,,,,,
1419080400,-2004.812088,,,,,,
1419084000,-2140.157279,,,,,,
1419087600,-2076.235017,,,,,,
1419091200,-2078.80576,,,,,,
1419094800,-2085.067347,,,,,,
1419098400,-2009.080602,,,,,,
1419102000,-1980.807237,,,,,,
1419105600,-1947.397233,,,,,,
1419109200,-1990.766781,,,,,,
1419112800,-2071.796451,,,,,,
1419116400,-2104.871236,,,,,,
1419120000,-2213.540727,,,,,,
1419123600,-2323.475553,,,,,,
1419127200,-2366.562279,,,,,,
1419130800,-2382.600974,,,,,,
1419134400,-2301.163609,,,,,,
1419138000,-2176.564807,,,,,,
1419141600,-2025.860333,,,,,,
1419145200,-1894.669963,,,,,,
1419148800,-1746.395411,,,,,,
1419152400,-1701.590002,,,,,,
1419156000,-1649.814978,,,,,,
1419159600,-1764.636068,,,,,,
1419163200,-1845.476282,,,,,,
1419166800,-1979.864542,,,,,,
1419170400,-2003.993647,,,,,,
1419174000,-2062.67728,,,,,,
1419177600,-2081.346118,,,,,,
1419181200,-2063.175692,,,,,,
1419184800,-2012.613601,,,,,,
1419188400,-1901.005483,,,,,,
1419192000,-1896.710688,,,,,,
1419195600,-1874.978758,,,,,,
1419199200,-1923.826858,,,,,,
1419202800,-2060.526882,,,,,,
1419206400,-2182.77593,,,,,,
1419210000,-2206.311304,,,,,,
1419213600,-2340.441415,,,,,,
1419217200,-2335.079305,,,,,,
1419220800,-2253.907593,,,,,,
1419224400,-2092.097321,,,,,,
1419228000,-1962.697311,,,,,,
1419231600,-1814.473831,,,,,,
1419235200,-1711.04911,,,,,,
1419238800,-1646.679954,,,,,,
1419242400,-1655.441885,,,,,,
1419246000,-1753.473826,,,,,,
1419249600,-1840.742708,,,,,,
1419253200,-1887.498527,,,,,,
1419256800,-2024.339125,,,,,,
1419260400,-2072.376295,,,,,,
1419264000,-2052.379767,,,,,,
1419267600,-2084.419362,,,,,,
1419271200,-2027.929143,,,,,,
1419274800,-1958.182632,,,,,,
1419278400,-1881.088863,,,,,,
1419282000,-1840.506338,,,,,,
1419285600,-1987.359551,,,,,,
1419289200,-2092.07117,,,,,,
1419292800,-2202.765463,,,,,,
1419296400,-2270.190663,,,,,,
1419300000,-2304.195427,,,,,,
1419303600,-2340.972237,,,,,,
1419307200,-2307.407516,,,,,,
1419310800,-2177.587909,,,,,,
1419314400,-2058.37672,,,,,,
1419318000,-1914.751613,,,,,,
1419321600,-1774.139931,,,,,,
1419325200,-1707.055772,,,,,,
1419328800,-1703.960506,,,,,,
1419332400,-1800.519483,,,,,,
1419336000,-1936.617593,,,,,,
1419339600,-1948.533533,,,,,,
1419343200,-2130.055922,,,,,,
1419346800,-2146.232898,,,,,,
1419350400,-2195.226518,,,,,,
1419354000,-2117.450124,,,,,,
1419357600,-2123.011067,,,,,,
1419361200,-2060.650981,,,,,,
1419364800,-2009.289086,,,,,,
1419368400,-2033.874458,,,,,,
1419372000,-2069.271587,,,,,,
1419375600,-2200.797208,,,,,,
1419379200,-2290.327091,,,,,,
1419382800,-2425.599303,,,,,,
1419386400,-2485.08081,,,,,,
1419390000,-2508.600308,,,,,,
1419393600,-2399.690332,,,,,,
1419397200,-2340.000845,,,,,,
1419400800,-2187.76512,,,,,,
1419404400,-2042.839281,,,,,,
1419408000,-1997.460966,,,,,,
1419411600,-1848.673257,,,,,,
1419415200,-1848.886509,,,,,,
1419418800,-1926.994948,,,,,,
1419422400,-2086.786954,,,,,,
1419426000,-2173.562417,,,,,,
1419429600,-2270.895787,,,,,,
1419433200,-2323.9006,,,,,,
1419436800,-2337.650246,,,,,,
1419440400,-2279.113322,,,,,,
1419444000,-2269.309811,,,,,,
1419447600,-2223.666746,,,,,,
1419451200,-2175.140642,,,,,,
1419454800,-2236.259655,,,,,,
1419458400,-2301.570971,,,,,,
1419462000,-2309.775932,,,,,,
1419465600,-2494.326219,,,,,,
1419469200,-2599.513673,,,,,,
1419472800,-2628.787434,,,,,,
1419476400,-2642.055936,,,,,,
1419480000,-2621.782778,,,,,,
1419483600,-2480.623609,,,,,,
1419487200,-2405.162163,,,,,,
1419490800,-2208.756393,,,,,,
1419494400,-2160.941115,,,,,,
1419498000,-2026.247766,,,,,,
1419501600,-2087.995561,,,,,,
1419505200,-2168.548416,,,,,,
1419508800,-2281.164227,,,,,,
1419512400,-2382.660296,,,,,,
1419516000,-2445.792557,,,,,,
1419519600,-2480.83837,,,,,,
1419523200,-2504.659209,,,,,,
